Index,0 [0x3][0x98],1 [0x3][0x99],2 [0x5][0x8c],3 [0x3][0x9a],4 [0x0][0x0],5 [0x0][0x4],6 [0x5][0x8e],7 [0x5][0x90],8 [0x7][0x60],9 [0x5][0x92],10 [0x7][0x64],11 [0x7][0x68],12 [0x3][0x9b],13 [0x7][0x6c],14 [0x19][0x9e],15 [0x7][0x70],16 [0x7][0x74],17 [0x7][0x78],18 [0x7][0x7c],19 [0x7][0x80],20 [0x5][0x94],21 [0x7][0x8],22 [0x7][0xc],23 [0x5][0x34],24 [0x5][0x36],25 [0x7][0x10],26 [0x5][0x38],27 [0x5][0x3a],28 [0x5][0x3c],29 [0x7][0x14],30 [0x7][0x18],31 [0x7][0x1c],32 [0x7][0x20],33 [0x7][0x24],34 [0x5][0x3e],35 [0x5][0x40],36 [0x5][0x42],37 [0x5][0x44],38 [0x5][0x46],39 [0x5][0x48],40 [0x5][0x4a],41 [0x5][0x4c],42 [0x5][0x4e],43 [0x5][0x50],44 [0x5][0x52],45 [0x5][0x54],46 [0x5][0x56],47 [0x5][0x58],48 [0x5][0x5a],49 [0x7][0x28],50 [0x7][0x2c],51 [0x7][0x30],52 [0x3][0x5c],53 [0x2][0x9d],54 [0x6][0x88],55 [0x7][0x84],56 [0x4][0x96],57 [0x3][0x9c]
40004,5,0,30,50,"더 폴드 (고정 소규모 파티)","더 폴드(레벨 50)",1111,1,0,0,0,352,4,112024,false,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,2
40005,5,0,30,50,"더 폴드 (매칭 파티)","더 폴드 (1~3인용)",1082,1,0,80,0,184,5,112024,false,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,2
40006,5,0,30,50,"더 폴드 (고정 소규모 파티)","더 폴드 (4인용)",1111,1,0,80,0,186,6,112024,false,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,2
40007,5,0,8,60,"더 피스트 (8 대 8 / 매칭 파티)","더 피스트 (8 대 8 / 1~2인용)",367,1,0,150,0,518,7,112136,false,0,0,0,0,0,7,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,2
40008,5,0,8,60,"더 피스트 (4 대 4 / 개인)","더 피스트 (4 대 4 / 개인)",367,1,0,150,0,525,8,112137,false,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,2
40009,5,0,8,60,"더 피스트 (4 대 4 / 고정 소규모 파티)","더 피스트 (4 대 4 / 4인용)",367,1,0,150,0,526,9,112138,false,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,2
40010,5,0,8,60,"더 피스트 (4 대 4 / 개인)","더 피스트 (등급전 / 4 대 4 / 개인)",367,1,0,150,0,527,10,112139,false,0,0,0,0,0,10,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,1
40011,5,0,8,60,"더 피스트 (4 대 4 / 고정 소규모 파티)","더 피스트 (등급전 / 4 대 4 / 4인용)",367,1,0,150,0,528,11,112140,false,0,0,0,0,0,11,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,1
40012,5,0,8,60,"★더 피스트 (4대 4 / 고정 소규모 파티)","★더 피스트 (4대 4 / 4인용)",367,1,0,150,0,149,11,112140,false,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,1
40013,5,0,8,60,"더 피스트 (8대 8 / 친선 경기)","",367,1,0,150,0,618,12,112136,false,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,2
40014,5,0,8,60,"더 피스트 (4대 4 / 친선 경기)","",367,1,0,150,0,619,13,112137,false,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,40001,-1,2
40015,0,0,60,0,"","",0,18,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
50000,0,0,60,0,"","",0,18,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
50001,6,0,30,50,"외곽 유적지대(제압전)","외곽 유적지대(제압전)",0,18,0,80,0,376,0,112064,false,0,0,0,0,0,7,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,3
50002,0,0,0,0,"","",0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,6,0,15,50,"외곽 유적지대(섬멸전)","외곽 유적지대(섬멸전)",0,18,0,80,0,422,0,112064,false,0,0,0,0,0,8,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,50001,-1,3
50004,6,0,20,60,"봉인된 바위섬(쟁탈전)","봉인된 바위섬(쟁탈전)",0,18,0,150,0,431,0,112108,false,0,0,0,8900,8900,20,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,50001,-1,3
50005,6,0,20,60,"영광의 평원(쇄빙전)","영광의 평원(쇄빙전)",0,18,0,150,0,554,0,112165,false,0,0,0,8901,8902,21,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,50001,-1,3
50006,0,0,60,0,"","",0,18,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
55000,0,0,60,0,"","",0,18,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
55001,10,0,60,0,"보물고 아쿠아폴리스","",165,18,1235,180,6289086,558,0,0,false,0,0,0,12800,12803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
55002,0,0,60,0,"","",0,18,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60000,0,0,60,0,"","",0,18,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60001,9,0,60,0,"망자의 궁전 B1~B10","",0,18,1244,0,0,561,0,112166,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60002,9,0,60,0,"망자의 궁전 B11~B20","",0,18,0,0,0,562,0,112167,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60003,9,0,60,0,"망자의 궁전 B21~B30","",0,18,0,0,0,563,0,112168,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60004,9,0,60,0,"망자의 궁전 B31~B40","",0,18,0,0,0,564,0,112169,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60005,9,0,60,0,"망자의 궁전 B41~B50","",0,18,0,0,0,565,0,112170,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60006,9,0,60,0,"망자의 궁전 B51~B60","",0,18,0,0,0,593,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60007,9,0,60,0,"망자의 궁전 B61~B70","",0,18,0,0,0,594,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60008,9,0,60,0,"망자의 궁전 B71~B80","",0,18,0,0,0,595,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60009,9,0,60,0,"망자의 궁전 B81~B90","",0,18,0,0,0,596,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60010,9,0,60,0,"망자의 궁전 B91~B100","",0,18,0,0,0,597,0,0,false,0,0,0,13900,13903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60011,9,0,60,0,"망자의 궁전 B101~B110","",0,18,0,0,0,598,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60012,9,0,60,0,"망자의 궁전 B111～B120","",0,18,0,0,0,599,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60013,9,0,60,0,"망자의 궁전 B121～B130","",0,18,0,0,0,600,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60014,9,0,60,0,"망자의 궁전 B131～B140","",0,18,0,0,0,601,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60015,9,0,60,0,"망자의 궁전 B141～B150","",0,18,0,0,0,602,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60016,9,0,60,0,"망자의 궁전 B151～B160","",0,18,0,0,0,603,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60017,9,0,60,0,"망자의 궁전 B161～B170","",0,18,0,0,0,604,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60018,9,0,60,0,"망자의 궁전 B171～B180","",0,18,0,0,0,605,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60019,9,0,60,0,"망자의 궁전 B181～B190","",0,18,0,0,0,606,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60020,9,0,60,0,"망자의 궁전 B191～B200","",0,18,0,0,0,607,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
60021,0,0,60,0,"","",0,18,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
65000,0,0,0,0,"","",0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65001,2,0,60,0,"","",0,18,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,0,0,-1,0
