Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33]
2738,"강철 비늘",false,405,4,130,109,1778,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,300,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2739,"유포",false,405,3,130,109,1783,2221,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,30,200,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2740,"빽빽한 나뭇가지",false,405,3,130,109,1205,1988,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,0,240,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2741,"나뭇가지 폭풍",false,405,3,130,109,1206,1989,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,5,12,0,true,0,0,0,0,0,false,40,240,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2742,"도토리 폭탄",false,405,3,130,109,1207,1990,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,240,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2743,"손등치기",false,405,3,130,109,1219,1991,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,28,240,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2744,"흥망성쇠",false,405,3,130,109,1220,1992,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,3,8,0,true,0,0,0,0,0,false,35,240,0,3,7,0,0,0,0,0,false,false,15,false,false,false,true,true,true,false,false,true,0,false
2745,"",false,405,0,0,0,1699,1844,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,0,120,0,5,3,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2746,"정신파괴",false,405,3,130,109,1146,1961,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2747,"정신 붕괴",false,405,2,130,109,1850,1852,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
2748,"토네이도",false,405,2,98,81,2281,2350,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,50,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2749,"",false,405,0,0,0,1094,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,360,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2750,"산성 안개",false,405,3,130,109,1148,1962,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2751,"산성 안개",false,405,3,130,109,1149,1963,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2752,"산성 안개",false,405,3,130,109,1150,1964,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2753,"산성 안개",false,405,3,130,109,1151,1965,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2754,"마구 때리기",false,405,3,130,109,1717,2211,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,false,3,8,0,true,0,0,0,0,0,false,0,200,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2755,"피의 애무",false,405,3,130,109,2835,2836,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,false,3,8,0,true,0,0,0,0,0,false,30,200,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2756,"금빛 먼지",false,405,3,130,109,1720,2213,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,0,200,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2757,"잎사귀 폭풍",false,405,3,130,109,2847,2848,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,0,200,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2758,"점액 배출",false,405,3,130,109,2845,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,200,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2759,"소음 공해",false,405,3,130,109,1194,1985,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2760,"채찍질",false,405,3,132,109,1195,1875,0,-1,0,4,true,false,false,false,false,false,false,false,false,0,false,false,4,4,3,true,0,0,0,0,0,false,0,360,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
2761,"대기 작렬",false,405,3,134,109,2551,2552,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,30,360,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2762,"광풍",false,405,3,130,109,2827,2828,0,-1,0,12,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2763,"괴음파",false,405,2,130,109,2829,2830,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,35,340,0,5,7,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false
2764,"역병 창궐",false,405,3,130,109,2823,2824,0,-1,0,12,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2765,"부식성 돌풍",false,405,3,130,109,2825,2826,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,4,40,5,true,0,0,0,0,0,false,10,360,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2766,"10톤즈 후려치기",false,405,3,130,109,1358,2071,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,25,180,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2767,"10톤즈 휘두르기",false,405,3,130,109,1359,2072,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,35,180,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2768,"100톤즈 후려치기",false,405,3,132,109,1360,2073,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,30,360,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2769,"100톤즈 휘두르기",false,405,3,134,109,1361,2074,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,false,5,8,0,true,0,0,0,0,0,false,40,360,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2770,"노려보기",false,405,3,130,109,1362,2075,0,-1,0,17,true,false,false,false,false,false,false,false,false,0,false,false,4,17,7,true,0,0,0,0,0,false,28,180,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2771,"아이 오브 비홀더",false,405,3,130,109,1364,2076,0,-1,0,15,true,false,false,false,false,false,false,false,false,0,false,false,3,15,0,true,0,0,0,0,0,false,30,360,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2772,"1000톤즈 휘두르기",false,405,3,134,109,2943,2944,0,-1,0,20,true,false,false,false,false,false,false,false,false,0,false,false,5,20,0,true,0,0,0,0,0,false,60,720,0,3,7,0,0,0,0,0,false,false,30,false,false,false,true,true,true,false,false,true,0,false
2773,"포식자의 본능",false,405,2,134,109,2945,2946,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,0,360,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2774,"",false,405,0,0,0,1094,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,420,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2775,"",false,405,0,0,0,1095,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,420,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2776,"분리",false,405,4,130,85,1537,2148,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,420,0,1,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2777,"하얀 숨결",false,405,3,130,85,1538,2149,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,false,false,3,10,0,true,0,0,0,0,0,false,30,420,0,6,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2778,"화염 구체",false,405,4,130,79,1540,2150,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,420,0,6,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2779,"빙결 구체",false,405,4,130,80,1542,2152,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,420,0,6,2,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2780,"삼두정치",false,405,4,130,109,1803,1870,0,-1,0,9,true,false,false,false,false,false,false,false,false,0,false,false,3,9,0,true,0,0,0,0,0,false,5,420,0,1,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2781,"비열한 채찍",false,405,4,130,109,1804,1871,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,28,180,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2782,"공포의 안개",false,405,4,132,109,1805,1872,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,60,420,0,6,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2783,"돌머리",false,405,3,130,109,1208,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,360,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2784,"바위 우레",false,405,3,130,109,1209,1993,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,30,0,true,0,0,0,0,0,false,25,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2785,"진정한 투지",false,405,3,130,109,1210,1994,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,30,0,true,0,0,0,0,0,false,30,360,0,6,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2786,"대지 균열",false,405,3,130,109,1223,1995,0,-1,0,30,true,false,false,false,false,false,false,false,false,0,false,false,5,30,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2787,"완전 파괴",false,405,3,130,109,1529,1530,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2788,"낙석",false,405,2,130,109,2580,2581,0,-1,0,45,true,false,false,false,false,false,false,false,false,0,false,false,4,40,8,true,0,0,0,0,0,false,0,360,0,5,4,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
2789,"심핵의 빛",false,405,2,106,79,2578,2579,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,25,360,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2790,"자력",false,405,0,130,109,2786,3115,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,0,360,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2791,"모래 숨결",false,405,3,130,109,1264,2025,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,28,0,0,6,4,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2792,"모래폭풍",false,405,3,130,109,1265,2026,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,28,0,0,6,4,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2793,"독 숨결",false,405,3,130,109,1266,2027,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,28,0,0,6,4,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2794,"지진",false,405,3,130,109,1268,2028,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,false,false,5,10,0,true,0,0,0,0,0,false,0,240,0,5,4,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2795,"모래 태풍",false,405,2,130,109,1742,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,2,0,true,0,0,0,0,0,false,0,240,0,5,4,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2796,"모래늪",false,405,2,130,109,1286,1839,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,10,560,0,5,4,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2797,"모래기둥",false,405,3,0,0,2687,2688,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,240,0,5,4,0,0,0,0,0,false,false,18,false,false,false,true,true,true,false,false,true,0,false
2798,"두들겨 부수기",false,405,3,0,0,1310,1875,0,-1,0,12,false,false,false,true,false,false,false,false,false,0,false,false,4,12,4,true,0,0,0,0,0,false,0,320,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2799,"빨아들이기",false,405,3,130,109,1311,1875,0,-1,0,30,true,false,false,false,false,false,false,false,false,0,false,false,3,40,0,true,0,0,0,0,0,false,0,300,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2800,"곰팡이 재채기",false,405,3,130,109,1314,2048,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,300,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2801,"역겨운 재채기",false,405,3,130,109,1315,2049,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,300,0,5,2,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2802,"곰팡이 가래침",false,405,3,130,109,1726,2182,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,320,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2803,"구부의 비탄",false,405,3,130,109,2812,2183,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,10,320,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2804,"소화 효소",false,405,4,130,109,2810,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2805,"찐득한 혀",false,405,3,130,109,1132,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,10,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2806,"피부 강화",false,405,4,130,109,1133,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,300,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2807,"죽음의 핥기",false,405,3,130,109,1134,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,30,300,0,0,0,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2808,"핥기",false,405,3,0,0,1493,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,300,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2809,"힘겨운 뜀뛰기",false,405,3,130,109,1494,2112,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,40,300,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2810,"독액 분사",false,405,3,130,109,1495,2113,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,300,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2811,"화염구",false,405,2,130,109,2923,2924,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,240,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2812,"화염의 숨결",false,405,2,130,109,2921,2922,0,-1,0,60,true,false,false,false,false,false,false,false,false,0,false,false,3,40,0,true,0,0,0,0,0,false,30,240,0,5,1,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2813,"꼬리 매타작",false,405,3,130,109,2925,2926,0,-1,0,12,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,28,240,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2814,"치명적 구속",false,405,3,0,0,2927,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,240,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2815,"야성의 돌진",false,405,3,130,109,2928,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,true,8,0,8,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true,0,false
2816,"압사 발구르기",false,405,3,130,109,1281,2033,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,320,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2817,"고막 파열",false,405,2,130,109,1282,2034,0,-1,0,16,true,false,false,false,false,false,false,false,false,0,false,false,5,16,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false
2818,"지진 균열",false,405,3,130,109,1283,2035,0,-1,0,12,true,false,false,false,false,false,false,false,false,0,false,false,5,12,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2819,"불러들이기",false,405,3,0,0,1284,2036,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,0,320,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2820,"낭랑한 울음소리",false,405,4,130,109,1285,2037,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2821,"",false,405,0,0,0,1094,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,320,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2822,"급속 돌진",false,405,3,130,109,3588,3589,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,true,8,0,8,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true,0,false
2823,"마수의 눈동자",false,405,2,130,109,2929,2930,0,-1,0,22,true,false,false,false,false,false,false,false,false,0,false,false,5,22,0,true,0,0,0,0,0,false,35,340,0,5,7,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0,false
2824,"석화",false,405,3,130,218,2931,1875,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,3,40,0,true,0,0,0,0,0,false,30,360,0,0,0,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2825,"뿔소 돌진",false,405,3,130,109,2932,2933,0,-1,0,4,true,false,false,false,false,false,false,false,false,0,false,false,4,4,3,true,0,0,0,0,0,false,0,360,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
2826,"백안시",false,405,3,130,109,2934,2935,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,3,40,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2827,"마안",false,405,3,130,109,3594,3595,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,35,360,0,5,7,0,0,0,0,0,false,false,47,false,false,false,true,true,true,false,false,true,0,false
2828,"마수의 포효",false,405,3,130,109,3099,3100,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,0,360,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2829,"살육",false,405,3,130,109,1525,2126,0,-1,0,22,true,false,false,false,false,false,false,false,false,0,false,false,3,22,0,true,0,0,0,0,0,false,0,360,0,6,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2830,"삼단베기",false,405,3,130,109,1526,2127,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,4,6,12,true,0,0,0,0,0,false,0,360,0,1,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
2831,"끔찍한 포효",false,405,3,130,109,1527,2128,0,-1,0,16,true,false,false,false,false,false,false,false,false,0,false,false,5,16,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2832,"죽음의 광선",false,405,3,132,218,1528,2129,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,3,40,0,true,0,0,0,0,0,false,30,360,0,5,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
2833,"타액 발사",false,405,3,0,0,1380,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,300,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2834,"용의 숨결",false,405,3,130,109,1381,2098,0,-1,0,30,true,false,false,false,false,false,false,false,false,0,false,false,4,30,8,true,0,0,0,0,0,false,0,300,0,6,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
2835,"화강암 세례",false,405,3,130,109,1382,2099,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,false,false,5,10,0,true,0,0,0,0,0,false,35,300,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2836,"유독성 토사물",false,405,3,130,109,1383,2100,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,300,0,6,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2837,"사악한 눈길",false,405,2,130,109,1552,2104,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,3,40,0,true,0,0,0,0,0,false,30,300,0,5,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2838,"",false,405,0,0,0,1699,1844,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,0,300,0,5,3,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2839,"웅장한 검격",false,405,3,130,109,1270,2029,0,-1,0,25,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,30,0,0,1,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0,false
2840,"웅장한 타격",false,405,3,130,109,1271,1875,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,4,40,4,true,0,0,0,0,0,false,30,600,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
2841,"자가진단 시스템",false,405,2,130,109,1272,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
