Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x3][0x10],16 [0x19][0x15],17 [0x3][0x11],18 [0x1a][0x15],19 [0x5][0xa],20 [0x1b][0x15],21 [0x1c][0x15],22 [0x3][0x12],23 [0x3][0x13]
578,"가운뎃머리 저항 감소","가운뎃머리의 공격으로 받는 피해량이 증가하는 상태.",15618,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
579,"극대화 공격","모든 공격이 반드시 극대화되는 상태.",15555,0,1,16,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
580,"마과학 입자 α","알라그의 기술로 탄생한 마과학 입자 α가 부착된 상태.<br>특정 상황에서 HP가 서서히 줄어든다.",15619,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
581,"마과학 입자 β","알라그의 기술로 탄생한 마과학 입자 β가 부착된 상태.<br>특정 상황에서 HP가 서서히 줄어든다.",15620,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
582,"마법 피해 감소","마법 공격으로 받는 피해량이 감소되는 상태.",17761,16,1,16,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
583,"물리 피해 감소","물리 공격으로 받는 피해량이 감소되는 상태.",17781,16,1,16,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
584,"방어 필드","원거리 공격을 무효화하는 상태.",15621,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
585,"방어 필드 무효","방어 필드의 효과를 무효화하는 상태.",15622,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0
586,"HP 최대치 증가","HP 최대치가 증가한 상태.",17801,16,1,16,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
587,"갈래 번개","전기를 띤 상태. 효과가 끝날 때 방전하며 주위에 번개속성 피해를 준다.",15623,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
588,"계시 저항 감소","계시로 받는 피해량이 증가하는 상태.",15624,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
589,"유폭","연옥의 불꽃을 두른 상태. 연옥의 폭염으로 받는 피해량이 증가한다.",15625,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
590,"연소","연옥의 불꽃을 두른 상태. 연옥의 폭염으로 받는 피해량이 증가한다.",15626,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
591,"청벽의 불꽃","청벽의 불꽃을 두른 상태. 적에게 주는 피해량과 기술 사용 시의 HP 회복량이 크게 떨어진다.",15627,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
592,"불꽃의 소용돌이","불꽃의 소용돌이에 휩싸여 적에게 받는 피해를 무효화하는 상태.",15628,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
593,"불사조","불사조의 불꽃이 타오르는 상태. 누적될수록 윤회의 불꽃의 위력이 증가한다.",17821,16,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
594,"영혼 흡수","영혼을 흡수하는 상태. 전투불능 상태인 플레이어의 생명력을 흡수하여 자신에게 불사조 상태를 부여한다.",15629,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
595,"영검의 소용돌이","영검의 파동을 맞은 상태. '영검의 파동' 공격으로 받는 피해량이 증가한다.",17841,16,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
596,"용의 위압","용신 바하무트의 마력에 압도당해, 특정 공격으로 받는 피해량이 증가한 상태.",17861,16,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
597,"구속 장치","적에게 주는 피해량이 크게 떨어진 상태.",15545,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
598,"(仮)物理シールド(ストンスキン)","",15041,0,1,16,0,false,false,false,false,false,false,true,true,30,true,0,false,0,false,false,0,0
599,"(仮)魔法シールド(ストンスキン)","",15042,0,1,16,0,false,false,false,false,false,false,true,true,30,true,0,false,0,false,false,0,0
600,"마법 피해 감소","마법 공격으로 받는 피해량이 감소되는 상태.",15056,0,1,16,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
601,"물리 피해 감소","물리 공격으로 받는 피해량이 감소되는 상태.",15052,0,1,16,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
602,"아제마의 저주","태양신 아제마의 저주를 받은 상태. 4단계 누적되면 조종당한다.",17881,4,2,17,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
603,"아제마의 사도","태양신 아제마의 저주로 조종당하는 상태.",15632,0,2,17,131,false,false,false,true,true,false,false,true,100,true,2,false,0,false,false,0,9
604,"얼음 바닥","얼어붙은 땅바닥 위에 있는 상태. 이동하면 미끄러진다.",15615,0,2,17,0,false,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0
605,"동상","얼음속성 피해로 HP가 서서히 줄어드는 상태.",15525,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
606,"동결","몸이 얼어붙고 있는 상태. 4단계 누적되면 빙결 상태가 된다.",17661,4,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
607,"눈덩이","눈덩이가 된 상태.",15611,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
608,"물귀신 작전","발목을 잡혀 이동이 불가능한 상태.",15003,0,2,17,0,false,true,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0
609,"포획","적에게 포획된 상태. 행동할 수 없으며, HP가 서서히 줄어든다.",15564,0,2,17,0,true,false,true,false,false,false,true,true,0,true,0,false,0,false,false,0,0
610,"석화","손발이 석화되어 행동이 불가능한 상태.",15001,0,2,6,122,true,false,true,false,false,false,false,false,100,true,0,false,0,false,false,0,0
611,"기분 최고","기분이 매우 좋아진 상태. '물요정 주먹' 사용 시 누적된 '촉촉함'이 해제된다.",17901,8,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
612,"촉촉함","물요정의 머리가 촉촉해진 상태. 특정 상황에서 '물요정 주먹'을 실행하면 누적 수를 모두 소비한다.",17921,4,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
613,"물요정","물요정으로 변신한 상태. 기술을 실행할 수 없다.<br>전용 기술 '물요정 주먹'만 실행 가능.",15043,0,2,17,0,false,false,true,false,false,false,false,false,200,true,2,false,0,false,false,0,9
614,"은신술","몸을 숨기고 이동 속도가 느려진 상태.",10607,0,1,16,0,false,false,false,false,false,false,true,true,100,true,1,false,0,false,true,0,2
615,"은신술","몸을 숨기고 이동 속도가 느려진 상태.",10607,0,1,16,0,false,false,false,false,false,false,true,true,100,true,1,false,0,false,true,0,2
616,"투명화","몸이 투명해져 모습이 보이지 않는 상태.",15642,0,1,16,0,false,false,false,false,false,false,true,true,100,true,0,false,0,false,true,0,0
617,"광채","몸속에 환상의 빛을 품은 상태. 효과가 끝날 때 환상의 빛을 발한다.",15641,0,1,16,0,false,false,false,false,false,false,false,false,200,true,0,true,0,false,false,0,0
618,"기술 범위 확대","기술의 효과 범위가 확대된 상태.",17981,16,1,16,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,14
619,"화상","불속성 피해로 HP가 서서히 줄어드는 상태.",17181,16,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
620,"무기 기술 사용불가","무기 기술을 사용할 수 없는 상태.",15017,0,2,14,0,false,false,false,false,false,false,false,false,100,true,19,false,0,false,false,0,24
621,"불속성 저항 감소","불속성 저항이 떨어진 상태.",17941,5,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
622,"부패 가스","부패성 가스에 중독된 상태. '부패 가스' 공격을 받으면 자신의 몸에서도 가스가 발생하여 주위로 퍼진다.",15638,0,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
623,"질병","이동 속도 및 회복마법으로 받는 HP 회복 효과가 떨어진 상태.",15014,0,2,17,0,false,false,false,false,false,false,false,false,100,true,1,false,0,false,false,0,0
624,"절상","베기속성 피해로 HP가 서서히 줄어드는 상태.",15521,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
625,"넉다운","넉다운된 상태. 이동하거나 기술을 실행할 수 없다.",15044,0,2,3,0,true,false,true,false,false,false,false,false,100,true,0,false,0,false,false,0,0
626,"기술 실행 불가","기술을 실행할 수 없는 상태.",15045,0,2,3,0,false,false,true,false,false,false,true,true,100,true,0,false,0,false,false,0,0
627,"리제네","지속적으로 HP가 회복되는 상태.",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
628,"메디카라","지속적으로 HP가 회복되는 상태.",10413,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
629,"허약","회복마법으로 받는 HP 회복 효과가 떨어진 상태.",17961,16,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
630,"과중력","가속이 제한된 상태.",16576,0,2,0,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
631,"흥분","체력이 소모되지 않는 상태.",16577,0,1,0,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
632,"광분","초코보가 광분하여 지속적으로 체력을 소모하며 가속하는 상태.",16578,0,2,0,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
633,"동요","초코보가 동요하여 가속할 수 없는 상태.",16579,0,2,0,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
634,"능력 사용 불가","초코보의 특수 능력을 사용할 수 없는 상태.",16580,0,2,0,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
635,"아이템 사용 불가","경주 아이템을 사용할 수 없는 상태.",16581,0,2,0,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
636,"비탄의 낙인","비탄의 낙인이 찍힌 상태. '비탄의 시선' 공격으로 받는 피해량이 증가한다.",18041,4,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
637,"분노의 낙인","분노의 낙인이 찍힌 상태. '분노의 시선' 공격으로 받는 피해량이 증가한다.",18061,4,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
638,"받는 피해 증가","받는 피해량이 증가한 상태.",15020,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
639,"열병","몸이 극도로 뜨거워진 상태. 행동을 할 때마다 불속성 피해를 받는다.",15647,0,2,17,130,false,false,false,false,false,false,false,false,99,true,0,false,0,false,false,0,0
640,"독 저항 상승","독 저항이 상승한다.",15648,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
641,"약화 효과 반사","자신에게 시전된 약화 효과 공격을 사용자에게 반사하는 상태.<br>단, 자신을 포함한 범위 지정 공격은 반사할 수 없다.",16582,0,1,0,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
642,"고통","무속성 피해로 HP가 서서히 줄어드는 상태.",15530,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
643,"고통","무속성 피해로 HP가 서서히 줄어드는 상태.",17121,8,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
644,"닭","닭으로 변신한 상태. 기술을 실행할 수 없다.",15640,0,2,17,0,false,false,true,false,true,false,false,false,100,true,2,false,0,false,false,0,9
645,"소화 중","소화되고 있는 상태. HP가 서서히 줄어들며, 받는 피해량이 증가한다.",18081,8,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
646,"고독감","동료와 멀리 떨어지면 공황 상태에 빠진다.",15649,0,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
647,"능력치 저하","모든 기본 능력치가 30% 떨어진 상태.",15639,0,2,0,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
648,"서서히 HP 회복","지속적으로 HP가 회복되는 상태.",15532,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
649,"물리 공격력 상승","물리 공격력이 올라간 상태.",15050,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
650,"마법 공격력 상승","마법 공격력이 올라간 상태.",15054,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
651,"헤이스트","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",15008,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
652,"최대 HP 및 MP 증가","HP와 MP 최대치가 증가한 상태.",15085,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
653,"투쟁심 상승","투쟁심이 높아진 상태. 적에게 주는 피해량이 상승하고, 아드레날린 축적 속도가 빨라진다.",16215,0,1,16,0,false,false,false,false,false,false,true,false,1,true,3,true,0,false,false,0,0
654,"투쟁심 폭발","투쟁심이 높아진 상태. 적에게 주는 피해량이 더욱 상승하고, 아드레날린 축적 속도가 더 빨라진다.",16216,0,1,16,0,false,false,false,false,false,false,true,false,1,true,3,true,0,false,false,0,0
655,"이지스의 은혜","받는 피해량이 일부 감소된다.",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
656,"무적","받는 피해를 무효화한다.",15024,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
657,"물리 피해 증가","물리 공격으로 받는 피해량이 증가한다.",18001,16,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
658,"마법 피해 증가","마법 공격으로 받는 피해량이 증가한다.",18021,16,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
659,"독안개","무속성 피해로 HP가 서서히 줄어들고, 받는 피해량이 증가한다.",15643,0,2,17,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
660,"시간 연장","시간의 흐름이 왜곡된 상태.",15644,0,2,17,0,false,false,false,false,false,false,true,false,0,true,0,false,0,false,false,0,0
661,"이중 공격","다음에 사용하는 기술이 2회 연속으로 발동되는 상태.",15645,0,1,16,0,false,false,false,false,false,false,true,false,0,true,0,false,0,false,false,0,0
662,"삼중 공격","다음에 사용하는 기술이 3회 연속으로 발동되는 상태.",15646,0,1,16,0,false,false,false,false,false,false,true,false,0,true,0,false,0,false,false,0,0
663,"동작 그만!","움직일 수 없게 되었다. 콧바람을 맞지 않도록 기도하자.",16217,0,2,17,0,false,false,false,true,false,false,false,true,100,true,0,false,0,false,false,0,0
664,"표식","표적으로 점찍힌 상태.다른 플레이어에게 접근하면 표식 대상이 옮겨간다.",15026,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
665,"표식 대상 제외","적의 표적에서 벗어난 상태. 표식 대상이 되지 않는다.",15027,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,true,0,false,false,0,0
666,"감전","번개속성 피해로 HP가 서서히 줄어드는 상태.",15528,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
667,"구속","행동이 불가능한 상태.",15545,0,2,17,0,false,false,true,true,false,false,true,false,100,true,4,false,0,false,false,0,0
668,"구속","행동이 불가능한 상태.",15545,0,2,17,0,false,false,true,true,false,false,true,false,100,true,4,false,0,false,false,3,0
669,"이동 속도 상승","이동 속도가 상승한 상태.",10101,0,1,0,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
670,"불속성 저항 감소","불속성 저항이 떨어진 상태.",17941,2,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
671,"무적","받는 피해를 무효화한다.",15024,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
672,"주는 피해량 상승","적에게 주는 피해량이 상승한 상태.",17061,3,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
673,"압축 입자","압축 입자가 달라붙은 상태. 누적되면 미니멈 상태가 부여된다.",18221,8,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
674,"점착","끈적한 물질 때문에 이동 속도가 느려진 상태.",15653,0,2,4,126,false,false,false,false,false,false,true,true,100,true,1,false,0,false,false,0,0
675,"","",15617,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
676,"잠복","몸을 숨긴 상태. 가까이 다가가면 발각된다.",15673,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
677,"극독","독이 퍼져 회복마법으로 받는 HP 회복 효과가 저하되고 HP가 서서히 줄어드는 상태.",15672,0,2,17,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
678,"바람몰이","바람의 힘을 띠어 회피력이 상승한 상태.",18261,16,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
679,"바람의 벽","강력한 바람의 힘을 띠어 모든 공격을 회피하는 상태.",15674,0,1,16,0,false,false,false,false,false,false,true,false,200,true,0,false,0,false,false,0,16
680,"받아넘기기","특정 방향에서 들어오는 공격을 받아넘길 확률이 올라간 상태.",15046,0,1,16,0,false,false,false,false,false,false,false,false,200,true,1,false,0,false,false,0,15
681,"공격 태세","공격에 특화한 상태. 주는 피해량과 받는 피해량이 증가한다.",15048,0,1,16,0,false,false,false,false,true,false,true,true,100,true,2,false,0,false,false,0,9
682,"방어 태세","방어에 특화한 상태. 주는 피해량과 받는 피해량이 감소한다.",15047,0,1,16,0,false,false,false,false,true,false,true,true,100,true,2,false,0,false,false,0,9
683,"땅의 가호","땅의 가호로 보호막이 생성되어 일정량의 피해를 무효화하는 상태. 효과가 끝날 때 보호막 효과가 남아있다면 불의 가호 상태가 부여된다.",15103,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
684,"불의 가호","불의 가호를 받아 주는 피해량과 극대화율이 올라간 상태.",15100,0,1,16,142,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
685,"바람속성 저항 감소","바람속성 저항이 떨어진다.",18201,4,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
686,"독","독에 빠져 HP가 서서히 줄어드는 상태.",15007,0,2,1,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
687,"주는 피해량 상승","적에게 주는 피해량이 상승한 상태.",15519,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
688,"과충전","포탑 기술이 강화된 상태.",13012,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
689,"마나 축전","MP가 서서히 회복되는 상태.",13013,0,1,16,0,false,false,false,false,false,false,false,true,0,true,0,true,0,false,false,0,0
690,"근력 활성","TP가 서서히 회복되는 상태.",13014,0,1,16,0,false,false,false,false,false,false,false,true,0,true,0,true,0,false,false,0,0
691,"지목: 물리 피해 증가","지목 발동 시 물리 피해 증가 상태가 부여된다.",15659,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
692,"지목: 공격력 감소","지목 발동 시 공격력 감소 상태가 부여된다.",15660,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
693,"지목: 회복력 감소","지목 발동 시 회복력 감소 상태가 부여된다.",15661,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
694,"지목 변경 불가","지목된 상태를 타인에게 넘길 수 없는 상태.",15662,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
695,"물리 피해 증가","물리 공격으로 받는 피해량이 증가하는 상태.",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
696,"주는 피해량 감소","적에게 주는 피해량이 떨어진 상태.",15520,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
697,"회복마법 효과 감소","회복마법의 회복량이 떨어진 상태.",15572,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
698,"자력[+]","[+] 자력을 띤 상태.",15663,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
699,"자력[-]","[-] 자력을 띤 상태.",15664,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
700,"질식","지속시간이 끝나면 질식하여 전투불능 상태가 된다.",15665,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
701,"전투력 감소","",15049,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0
702,"가스 흡입","봄이 몸속에 독가스를 빨아들인 상태.",17101,4,2,17,0,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0
703,"용안의 봉인","용의 눈이 지닌 힘으로 사룡 니드호그의 힘을 억제하고 있는 상태.",15657,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0
704,"용안의 가호","용의 눈의 가호를 받은 상태. 받는 피해량이 크게 감소한다.",15658,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,true,0,false,false,0,0
705,"변신","다른 모습으로 변신한 상태.",16214,0,1,16,0,false,false,false,false,true,false,false,false,100,true,2,false,0,false,false,0,9
706,"빛의 폭뢰","빛의 폭뢰가 부착된 상태. 누적되면 오염 증기를 방출하게 된다.",18121,4,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
707,"임시 판결 α","α죄로 임시 판결을 받은 상태. 임시 판결 β를 받으면 가중 처벌로 극형에 처해진다.",18141,5,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
708,"임시 판결 β","β죄로 임시 판결을 받은 상태. 임시 판결 α를 받으면 가중 처벌로 극형에 처해진다.",18161,5,2,17,0,false,false,false,false,false,false,false,false,199,true,0,false,0,false,false,0,0
709,"느린 발","이동 속도가 느려진 상태.",15653,0,2,17,126,false,false,false,false,false,false,false,false,199,true,1,false,0,false,false,0,0
710,"돌격 명령","돌격 명령을 받고 죽을 각오를 굳힌 상태.",15654,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
711,"심신상실","심신을 상실하여 행동이 불가능한 상태. 효과가 끝날 때 모든 적개심이 사라진다.",15655,0,2,17,0,true,false,true,false,false,false,false,false,200,true,0,false,0,false,false,0,0
712,"강철의 의지","적의 밀어내기와 끌어당기기 기술을 무효화하는 상태.",10153,0,1,16,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
713,"완파","완파되어 움직일 수 없는 상태.",15656,0,2,17,0,true,false,true,false,false,false,true,true,200,true,0,false,0,false,false,0,0
714,"받는 피해 증가","받는 피해량이 증가한 상태.",17101,5,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
715,"비틀거림","자세가 무너져 행동이 불가능한 상태.",15044,0,2,17,0,true,false,true,false,false,false,false,false,80,true,4,false,0,false,false,0,0
716,"난기류","난기류에 휩쓸려 HP가 서서히 줄어드는 상태. 누적될수록 비스마르크의 마력에 영향을 받기 쉬워진다.",17241,5,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
717,"바람의 지배","소 사누와가 다루는 바람의 마력에 지배당한 상태.",15650,0,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
718,"물의 지배","울 사누와가 다루는 물의 마력에 지배당한 상태.",15651,0,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
719,"직접 공격","비스마르크를 직접 공격할 수 있는 상태. 단, 비스마르크의 마력에 영향을 받는다.",15652,0,1,16,0,false,false,false,false,false,false,true,true,40,true,0,true,0,false,false,0,0
720,"베기 저항 상승","베기 저항이 올라간 상태.",15537,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
721,"찌르기 저항 상승","찌르기 저항이 올라간 상태.",15536,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
722,"타격 저항 상승","타격 저항이 올라간 상태.",15535,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
723,"마폭탄","마과학으로 만든 폭탄이 부착된 상태. 일정 시간이 지날 때마다 폭발한다.",15606,0,2,17,131,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
724,"힘 감소","힘이 떨어진 상태.",15080,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
725,"꿰뚫는 검격","HP가 서서히 줄어드는 상태.",12507,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
726,"신성한 보호막","회복마법을 받으면 주위 파티원에게 일정량의 피해를 무효화하는 보호막을 부여한다.",12508,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
727,"신성한 보호막","일정량의 피해를 무효화하는 상태.",12509,0,1,16,0,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,12
728,"방벽","다음 1번의 물리 공격에 반드시 방패 막기가 발생하는 상태.",12510,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
729,"파괴 태세","적에게 주는 피해량이 상승한 상태. 효과 적용 중 특정 기술을 사용하면 '폭주' 효과를 받는다.",12554,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
730,"폭주","극대화율이 올라간 상태.",18321,0,1,16,139,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
731,"폭주 2","극대화율이 올라간 상태.",18322,0,1,16,139,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
732,"폭주 3","극대화율이 올라간 상태.",18323,0,1,16,139,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
733,"폭주 4","극대화율이 올라간 상태.",18324,0,1,16,139,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
734,"폭주 5","극대화율이 올라간 상태.",18325,0,1,16,139,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
735,"원초적 직감","정면에서 들어오는 물리 공격을 반드시 받아넘기는 상태. 단, 정면 외에서 공격을 받으면 극대화된다.",12555,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
736,"푸른 용혈","점프와 척추 강타의 위력이 상승한 상태.",12577,0,1,16,210,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
737,"흑마법 문양","흑마법 문양을 그린 상태.",12653,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
738,"흑마법 문양: 효과","흑마법 문양 효과로 자동 공격 주기, 마법 시전 시간 및 재사용 대기 시간이 줄어든 상태.",12654,0,1,16,0,false,false,false,false,false,false,false,true,0,true,0,false,0,false,false,0,0
739,"성소","범위 내 파티원을 회복시키는 영역을 발생시킨 상태.",12629,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
740,"그림자 비호","받는 피해량이 일부 감소되는 상태.",13112,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
