Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x0][0x8],3 [0x0][0xc],4 [0x0][0x10],5 [0x3][0x14],6 [0x3][0x15],7 [0x3][0x16],8 [0x19][0x18],9 [0x1a][0x18],10 [0x1b][0x18],11 [0x1c][0x18],12 [0x1d][0x18],13 [0x3][0x17]
105,"꼬마 친구 '눈사람 인형'을 불러낸다.<br>눈사람의 모습을 본뜬 마법인형. 안녕 잘 있어…….","눈사람의 모습을 본뜬 마법인형. 별빛축제 개최에 맞춰서 아이들에게 선물로 나눠주기 위해 익명의 '흰 수염의 신사님'이 만든 물건이라고 한다. 차가운 걸 좋아해서 눈덩이를 던지면 좋아한다고 한다.","안녕 잘 있어…….","안녕 잘 있어","6초 동안 특수기 포인트를 사용한 꼬마 친구에게 비전석 파괴 특화 효과를 부여합니다.",40,50,2,false,true,true,false,false,3
106,"꼬마 친구 '통통 초코보'를 불러낸다.<br>뒤뚱뒤뚱 걷는 아기 초코보.","뒤뚱뒤뚱 걷는 아기 초코보. 식욕이 왕성하여 음식 냄새를 기가 막히게 잘 맡는다. 커서 무기나 방어구까지 먹을 수 있게 되는 게 꿈이라고 한다.","여어!","왕성한 식욕","20초 동안 소환진 안에 있는 꼬마 친구의 HP를 2배 빠르게 회복시킵니다.",35,75,2,false,true,false,false,false,9
107,"꼬마 친구 '이다 인형'을 불러낸다.<br>이다의 모습을 본뜬 마법인형. 으쌰! 힘내볼까!","'새벽의 혈맹'의 현자 이다의 모습을 본뜬 마법인형. 새벽의 금고지기 타타루 양의 주문으로 울다하 보석공예가 길드가 제작했다. 가면에 숨겨진 얼굴까지 정교하게 만든 것 같은데, 아무리 힘을 줘도 가면이 안 벗겨진다……","으쌰!","파이널 헬","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",45,55,3,true,false,false,false,false,1
108,"꼬마 친구 '파파리모 인형'을 불러낸다.<br>파파리모의 모습을 본뜬 마법인형. 오늘도 한숨이로구나……","'새벽의 혈맹'의 현자 파파리모의 모습을 본뜬 마법인형. 새벽의 금고지기 타타루 양의 주문으로 울다하 보석공예가 길드가 제작했다. 정말 귀엽게 생겼지만, 모델이 된 파파리모는 이래 봬도 40대 아저씨다.","에휴…","꼬마 선더","20초 동안 범위 안에 있는 적에게 초당 10의 지속 피해를 줍니다.",35,55,3,true,true,false,true,false,1
109,"꼬마 친구 '위리앙제 인형'을 불러낸다.<br>위리앙제의 모습을 본뜬 마법인형.<br>달빛이 환하다 해도 반드시 새벽은 오리라…….","'새벽의 혈맹'의 현자 위리앙제의 모습을 본뜬 마법인형. 새벽의 금고지기 타타루 양의 주문으로 울다하 보석공예가 길드가 제작했다. 위리앙제 본인이 절대 두건을 안 벗겠다고 해서 머리카락은 재현하지 못했다.","반드시, 새벽은 오리라…….","예언시 입문 강좌","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",55,60,2,false,true,false,true,false,1
110,"꼬마 친구 '뚱냥이'를 불러낸다.<br>뚱뚱한 아기 고양이. 의외로 민첩하다.","통통하고 귀여운 아기 고양이. 원래는 도시 뒷골목에서 살던 길고양이라고 한다. 집사가 퇴근길에 만날 때마다 남은 생선을 주었더니 따르게 되었다고 한다. 먹이를 계속 준 덕분에 충성심이 높지만, 그만큼 몸무게도 무거워졌다.","야옴~!","초월하는 체중","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다. 아군이 '동물' 유형일 경우 방어력을 30 향상시킵니다.",45,25,3,false,false,false,true,false,3
111,"꼬마 친구 '리틀풋'을 불러낸다.<br>어린 예티. 발자국도 아주 작다.","어린 예티. 진귀한 산나물을 찾아다니던 집사가 커르다스 지방 산속에서 발견했다. 굶주려 있었으나 주위에 어미가 없는 듯하여, 가지고 있던 도시락을 주었더니 따르게 되었다고 한다. 발자국은 아직 작다.","이예이!","절대영도","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",65,25,3,false,false,true,false,false,1
112,"꼬마 친구 '작은 미라'를 불러낸다.<br>붕대가 둘둘 감긴 인형. 어떻게 움직이는지 모르겠다.","카른의 무너진 사원에서 발굴된 인형. 작은 관 속에서 붕대가 둘둘 감긴 모습으로 발견되었다. 마치 살아있는 것처럼 움직이지만, 어떻게 움직이는지는 알 수 없다. 그리고 붕대를 풀어 정체를 확인할 용기도 없다.","미라아?","스릴러","15초 동안 범위 안에 있는 적에게 '마물' 유형 약점을 추가합니다.",35,40,1,false,true,false,true,true,4
113,"꼬마 친구 '엔터프라이즈 모형'을 불러낸다.<br>시드의 비공정 '엔터프라이즈호'의 모습을 본뜬 기계 모형.","갈론드 아이언웍스 사에서 만든 기계 모형. 천재 기공사 시드 갈론드가 제국에 있을 때 건조한 비공정 '엔터프라이즈호'를 모델로 삼았다. 선미에 달린 기중기는 물론, 조타륜을 잡은 시드까지 정교하게 재현했다.","출격하라, 엔터프라이즈!","기중기 공격","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",45,60,2,false,false,true,false,false,1
114,"꼬마 친구 '배달부 모그리 인형'을 불러낸다.<br>배달부 모그리의 모습을 본뜬 마법인형이다쿠뽀! 편지 배달 왔다쿠뽀!","언제 어디서든 누구에게나 재깍재깍 편지를 전해주는 배달부 모그리의 모습을 본뜬 마법인형. 검은장막 숲을 떠나 전 세계를 여행하는 배달부 모그리를 기리기 위해 모그리족 동료들이 만들었다. 모자와 가방이 트레이드 마크.","쿠뽀~!","불행의 편지","6초 동안 범위 안에 있는 적의 방어력을 25% 감소시킵니다.",45,60,3,true,true,false,false,false,4
115,"꼬마 친구 '암살어'를 불러낸다.<br>암살어의 치어. 헤엄치는 방법을 잊어버렸다.","암살어의 치어. 닌자어의 배를 갈랐더니 들어있었다. 위장 속에서 살다가 헤엄치는 법을 잊어버렸으나, 어쩌다가 공중에 뜨는 법을 익혔다고 한다. 그래도 물가에 가면 옛날이 그리워 뛰어들고 싶어진다.","암 살 어","암살","범위 안에 있는 적에게 공격력의 5배만큼 피해를 줍니다.",40,25,3,false,false,false,false,false,1
116,"꼬마 친구 '선물 상자'를 불러낸다.<br>영원한 언약식에 참석한 하객에게 주는 선물. 오래오래 행복하세요!","예쁘게 포장된 악마의 벽돌……을 만들려고 하였으나 제조법을 알 수 없어 어림짐작으로 만든 선물. 안에 든 것이 무엇이든간에 영원한 언약식을 축복하는 마음이 가득한 건 확실하니 그냥 넘어가자.","영원히!","선물 교환","적이 설치한 함정을 해제합니다.",40,70,2,true,false,false,false,false,6
117,"꼬마 친구 '꼬마 물요정'을 불러낸다.<br>정체불명의 물요정. 사오정은 아닌 것 같다.","오래된 민담에 등장할 법한 물요정이다. 마법인형이 아닌 걸로 봐서, 고대마법에 의해 강제로 모습이 바뀐 사람일 수도 있지만 정체는 알 수 없다.","보글보글…….","보글보글","6초 동안 범위 안에 있는 적의 공격력을 40% 감소시킵니다.",60,30,2,true,false,false,true,false,4
118,"꼬마 친구 '루이수아 인형'을 불러낸다.<br>루이수아의 모습을 본뜬 마법인형. 종말의 이름은 희망.","현자 루이수아의 모습을 본뜬 마법인형. 달의 위성 '달라가브'가 떨어지는 것을 저지하기 위해 목숨 걸고 싸운 고인의 위업을 기리기 위해 보석공예가 길드가 만들었다.","희망을 미래로…","윤회의 불꽃","범위 안에 있는 아군의 HP을 100 회복합니다. 아군이 '인형' 유형일 경우 HP을 150 회복합니다.",50,40,4,false,true,true,false,false,7
119,"'미드가르드오름'을 불러낸다.","모든 드래곤족의 시조인 환룡 '미드가르드오름'이 만들어낸 환영체. 조그만 어린 드래곤으로 보이지만, 환룡의 혼이 깃들어 있어 목소리가 의외로 중후하다. 빛의 전사가 나아가는 길을 지켜보기 위해 여행에 동행하기로 했다.","…………","오픈 베타","적군 탐색의 눈에 90%만큼 피해를 줍니다. 이미 파괴되었을 경우에는 효과가 없습니다.",60,45,2,true,false,false,false,false,8
120,"꼬마 친구 초록틀을 불러낸다.<br>초록틀이 곁에 있으면 궁금한 것은 무엇이든 알아낼 수 있을 것 같다.","에오르제아에 첫 발을 디딘 녹색 나라 출신의 모험가들을 위해 제작된 모형 초록틀입니다. 차원의 문 저편 녹색 나라에는, 궁금한 것은 무엇이든 알려주는 마법의 초록틀이 있다고 전해집니다.","따각따각, 따각따각…….","검색","6초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다. 아군이 '기계' 유형일 경우 공격력을 40 향상시킵니다.",30,30,3,false,true,true,false,false,3
121,"꼬마 친구 '깍깍이'를 불러낸다.<br>반가운 손님을 부를 것 같은 꼬마 친구.","먼 동방에서 흘러 들어온 오래된 알을 손에 쥐니, 따스한 기운이 샘솟고 귀여운 아기새가 깨어났다. 깍깍이가 울면 반가운 손님이 찾아와 즐거운 축제가 시작된다.","까깍? 까악!","사랑의 세레나데","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",60,45,3,false,true,false,false,false,3
122,"꼬마 친구 '엔키두'를 불러낸다.<br>친구 사이가 된 닭. 씻겨도 색깔은 빠지지 않는다.","떠돌이 검객 길가메시가 굶주린 나머지 농가에서 훔친 닭. 요리할 방법을 몰라 산 채로 먹으려다 날카로운 부리에 매섭게 반격당했다. 그 힘에 반해버린 길가메시는 이후로 이 닭과 함께 여행을 다녔다고 한다.","꼬끼오~!","괴음파","범위 안에 있는 적군에게 걸린 모든 강화 효과를 해제합니다.",55,45,4,false,false,true,false,false,6
123,"꼬마 친구 '보랏빛 인형'을 불러낸다.<br>말썽쟁이 실프의 모습을 본뜬 마법인형이닷치.","말썽쟁이 실프의 모습을 본뜬 마법인형. 임시 주거지 실프족이 말썽쟁이 실프들에게 장난을 치기 위해 만들었다. 보다 생생한 색감을 내기 위해 다양한 염료를 시험한 결과, 최종적으로는 보라색 양배추로 결론이 났다고 한다.","칫치치!","불길한 주술","5초 동안 범위 안에 있는 아군이 '동물' 유형의 공격에 피해를 받지 않게 합니다.",50,35,2,false,false,false,false,false,3
124,"꼬마 친구 '선구자 인형'을 불러낸다.<br>아말쟈족의 역사적 위인의 모습을 본뜬 마법인형.","아말쟈족의 역사적 위인인 '빛주먹 케리그 로'의 모습을 본뜬 마법인형. 케리그는 아말쟈식 고대 무술의 창시자로, 하무지 가도 존경해 마지않는 인물이라고 한다. 그의 주먹은 태양같은 빛을 뿜어냈다고 전해진다.","정신일도!","정신일도","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",40,45,3,false,false,true,false,false,3
125,"꼬마 친구 '데즐 인형'을 불러낸다.<br>위대한 기구 기술자 데즐 쿠알란의 모습을 본뜬 마법인형.","세즐 토톨록의 은사이기도 한 위대한 이크살족 기구 기술자 '데즐 쿠알란'의 모습을 본뜬 마법인형. 그는 직접 개발한 초대형 기구를 타고 전설의 땅 '아야틀란'을 향해 날아간 이후로 종적을 감추었다고 한다.","바람처럼 키잇!","두들겨 패기","가장 가까운 적군 비전석에 5%만큼 피해를 줍니다.",45,35,3,false,true,true,false,false,8
126,"꼬마 친구 '코볼드 2호'를 불러낸다.<br>코볼드 본떠 만등 마법인형 2호당.","제789단 조수 바 고가 개발한 신형 폭탄. 폭발력을 강화하면서 외형을 무장광산의 코볼드족과 비슷해보이도록 손본 것이 특징이다. 하지만 이번에도 제789땅굴단 상인이 마음대로 판매 상품에 추가하는 바람에 위험물이 시장에 유통되었다.","째깍째깍째깍째깍…","신형 폭탄","범위 안에 있는 적에게 공격력 300만큼 피해를 줍니다. 단, 특수기 포인트를 사용한 꼬마 친구는 귀환됩니다.",20,45,2,false,false,false,true,false,1
127,"꼬마 친구 '바다의 악마'를 불러낸다.<br>붉은 산호의 악마의 모습을 본뜬 마법인형.","한창 잘나가던 시절의 '붉은 산호의 악마'의 모습을 본뜬 마법인형. 아버지의 무용담을 전하면서도 그 행동을 반면교사로 삼기 위해 일가의 형들이 만들었다. 당시의 노부는 '악마의 전투식량'을 항상 먹고 다녔기 때문에 몸 색깔이 진했다고 한다.","쉬이잇!!","산호 작살","10초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 60 향상시킵니다.",50,65,4,false,false,true,false,false,3
128,"꼬마 친구 '검은 초코초코보 비행사'를 불러낸다.<br>파닥파닥 하늘을 나는 어린 초코보. 날 때부터 검은색이었다.","파닥파닥 하늘을 나는 어린 초코보. 비행용으로 품종 개량된 플라이어 종 초코보로, 날 때부터 털 색깔이 검은색이다. 결코 염색한 게 아니라는 것을 증명하기 위해 매일 비행훈련에 매진하고 있다.","꾸엑, 꾸엑~!","초코 함정","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 범위 안에 있는 적에게 공격력 260만큼 피해를 줍니다.",50,75,2,false,true,false,true,false,2
129,"꼬마 친구 '카인 인형'을 불러낸다.<br>전설의 용기사를 본뜬 마법인형. 난 제정신이 돌아왔다!","전설의 용기사 '카인'의 모습을 본뜬 마법인형. 하늘을 향해 누구보다 높이 '점프'했다는 전설을 재현하기 위해 편속성 크리스탈을 삽입했으나, 부작용으로 간혹 이상한 행동을 하는 모양이다. 괜찮아, 난 제정신이 돌아왔다!","훗, 내게 맡겨라","용기사의 오기","20초 동안 아군 소환진, 방어막, 탐색의 눈이 피해를 받지 않습니다.",75,55,3,true,false,false,false,false,9
130,"꼬마 친구 '알피노 인형'을 불러낸다.<br>알피노의 모습을 본뜬 마법인형. 에오르제아의 미래를 위하여!","샬레이안의 명문 르베유르 가의 후계자를 본뜬 마법인형. 크리스탈 브레이브의 회계 담당관이 활동비를 벌기 위해 제작했으나, 총수에게 발각되어 판매중지 명령을 받고 말았다. 그 결과 창고에 산더미처럼 재고가 쌓인 채 방치되었다.","그만두게…","현자의 행진","범위 안에 있는 적에게 공격력 80만큼 피해를 주고 6초 동안 방어력을 13% 감소시킵니다.",30,35,3,false,true,true,false,false,1
131,"꼬마 친구 '알리제 인형'을 불러낸다.<br>알리제의 모습을 본뜬 마법인형. 에오르제아의 미래를 위해서!","샬레이안의 명문 르베유르 가의 영애를 본뜬 마법인형. 악성재고로 전락한 알피노 인형을 매입한 독립 교역상인이 약간의 수정을 가해 출시한 소녀 인형이다. 제조 단가가 낮은 게 장점이라고 한다.","할아버지…","계승한 의지","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",40,40,4,false,true,false,false,false,1
132,"꼬마 친구 '타타루 인형'을 불러낸다.<br>타타루의 모습을 본뜬 마법인형. 예쁘게 봐주세용.","'새벽의 혈맹' 접수원인 타타루 양의 모습을 본뜬 마법인형. 재정 담당을 겸하는 타타루가 직접 보석공예가 길드에 의뢰해 제작했다. 중요한 정보를 제공한 사람이나 물자를 저렴하게 납품하는 상인에게 감사의 표시로 나눠준다고 한다.","예쁘게 봐주세용!","특제 약차","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다. 아군이 '인형' 유형일 경우 방어력을 30 향상시킵니다.",35,25,3,false,true,false,false,false,3
133,"꼬마 친구 '시드 인형'을 불러낸다.<br>시드의 모습을 본뜬 마법인형.","천재 기공사 시드의 모습을 본뜬 마법인형. '갈론드 아이언웍스'의 회장 대리가 기획에서 설계, 판매까지 총괄했다. 판매 실적이 좋아서, 매출과 상관없는 활동만 하는 회장 본인보다 훨씬 돈을 잘 벌어온다고 한다.","에잇, 돌파한다!","마도 함정","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 범위 안에 있는 적에게 공격력 180만큼 피해를 줍니다.",70,70,4,false,true,false,false,false,2
134,"꼬마 친구 '유니콜트'를 불러낸다.<br>어린 유니콘. 마음이 깨끗한 사람만을 따른다.","어린 유니콘. 이마의 뿔에 깃든 힘으로 의식용 성수를 정화하기 위해 이슈가르드 교황청 정원에서 사육되고 있었다. 모험가의 난입으로 인한 혼란을 틈타 넓은 세계로 떠날 결심을 한 듯하다.","히힝!","유니콘의 뿔","6초 동안 범위 안에 있는 아군의 이동 속도를 35% 향상시킵니다.",35,30,3,false,true,false,false,false,3
135,"꼬마 친구 '군두 인형'을 불러낸다.<br>군두족의 모습을 본뜬 마법인형. 무지개처럼 유려하구나!","바누바누족의 모습을 본뜬 마법인형. 유려한 군두족 주술사가 우상을 조종하는 술법을 응용하여 만들었다. 바누바누족의 이상적인 체형을 재현하기 위해 상당히 고심했다고 한다.","군두, 군두!","유려한 태양의 춤","15초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 40 향상시킵니다.",35,30,2,false,true,true,false,false,3
136,"꼬마 친구 '미니 아토모스'를 불러낸다.<br>작은 아토모스. 흡입력은 둘째가라면 서럽다.","작은 아토모스. 보물상자에서 나온 정체불명의 꿈틀대는 살점에, 영양분이 될만한 재료를 적당히 먹여 배양에 성공했다. 이제는 모험가가 가방에서 물건을 버릴 때마다 뭐든지 빨아들인다. 흡입력을 잃지 않는 단 하나의 꼬마 친구.","누구 마음대로!","돌개바람","5초 동안 범위 안에 있는 아군이 '인형' 유형의 공격에 피해를 받지 않게 합니다.",35,65,3,true,false,false,false,false,3
137,"꼬마 친구 '아기 올빼미'를 불러낸다.<br>어린 올빼미. 독서가라는 소문이 있다.","어린 올빼미. 거울기사형 키메라 생물의 합성 재료로 쓰기 위해, 박물전함에서 시간마법이 걸린 채 전시되어 있었다. 품종 개량의 영향인지 매우 똑똑하여 독서를 즐긴다. 최근의 애독서는 정보잡지 '주간 레이븐'이라고 한다.","호우호우…","독서","10초 동안 꼬마 친구 소환 대기 시간을 절반으로 감소시킵니다.",55,50,4,false,true,true,false,false,9
138,"꼬마 친구 '미운 아기 오리'를 불러낸다.<br>자칭 어린 백조. 항상 뒷일을 대비하는 성격.","자칭 어린 백조. 바누바누족의 성역인 거두지 않는 섬에서 태어나 자랐지만, 심술궂은 형제들에게 시달린 끝에 여행을 떠나기로 했다. 하지만 날지 못하므로 모험가의 보호를 받게 되었다. 항상 뒷일을 대비하는 신중한 성격인 듯하다.","꽥꽥!","뜻밖의 불행","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",40,60,3,false,false,false,true,false,1
139,"꼬마 친구 '게일리키튼'을 불러낸다.<br>어린 게일리캣. 고양이냐 새냐, 그것이 문제로다.","어린 게일리캣. 영봉 '솜 알' 산속에서 길을 잃고 헤매던 녀석을 거두었다. 등에 있는 날개는 갖다 붙인 듯하지만, 벗기려 들면 싫어하기 때문에 시도할 수가 없다. 실은 하급 요마라는 설도 있는데…….","개다랫치!","냥발차기","범위 안에 있는 적에게 공격력 90만큼 피해를 주고 10초 동안 '동물' 유형 약점을 추가합니다.",30,40,3,false,false,true,true,false,1
140,"꼬마 친구 '태엽 손수레'를 불러낸다.<br>작은 손수레 장난감.","태엽으로 작동하는 작은 손수레. 원예가 길드가 주최하는 기살의 야채 경진대회 상품으로, 떡갈나무 저택의 숙련된 장인이 제작했다. 하지만 야채를 던지는 모습이 비판의 도마에 오르자, 회수된 후 창고에 처박히는 신세가 되었다고 한다.","돌돌돌…","장난감 야채","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다. 아군이 '기계' 유형일 경우 방어력을 30 향상시킵니다.",35,40,3,false,true,false,false,false,3
141,"꼬마 친구 '레서판다'를 불러낸다.<br>어린 레서판다. 두 발로 곧잘 선다.","어린 레서판다. 북주 남부나 동주 변경의 산악지대에 서식하는 동물이 왜 용의 둥지에 있었는지는 알 수 없다. 멀리 동방까지 여행했던 드래곤이 데리고 왔는지도 모른다. 어쨌든 두 발로 서는 게 특기인 듯하다.","뀨우~!","두 발로 서기","적군 방어막에 70%만큼 피해를 줍니다. 이미 파괴되었을 경우에는 효과가 없습니다.",95,50,4,false,true,false,false,false,8
142,"꼬마 친구 '63페이지'를 불러낸다.<br>책에 봉인된 무언가. 정체는 아무도 모른다.","구브라 환상도서관 금서고에 소장되어 있던 책. 63페이지에 무언가가 마법으로 봉인되어있다. 하지만 금서로 지정된 이유는 봉인된 존재 때문이 아니라, 책 자체의 내용이 불온하기 때문이라고 한다.","열람 금지!","검열삭제","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",30,35,1,false,true,true,false,true,1
143,"꼬마 친구 '철소인'을 불러낸다.<br>철거인의 모습을 본뜬 장난감. 거인이 되지는 못했다.","자동으로 움직이는 작은 철거인. 비공정을 조종하는 자동인형이 운행 중에 심심해서 짬짬이 핵을 만들었다고 한다. 제작에 몰두한 나머지 목적지를 지나쳤을 때, 이 장난감을 탐사 성과로 제출하여 질책을 모면했다고 한다.","크엉!","크어엉","10초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 60 향상시킵니다.",35,45,3,false,false,true,false,false,3
144,"꼬마 친구 '아기 그리핀'을 불러낸다.<br>어린 그리핀. 언젠가 넓은 하늘로 날아오르고 싶다.","어린 그리핀. 클랜 센추리오의 마물 사냥꾼이 거물 그리핀을 토벌했을 때 발견했다. 똘망똘망한 눈동자가 너무 귀여워서 냅다 데려왔지만, 여력이 없어 대신 키워줄 사람을 찾았다고 한다.","뀨우~!","파닥파닥 회피","5초 동안 범위 안에 있는 아군이 '인형' 유형의 공격에 피해를 받지 않게 합니다.",65,45,3,false,false,false,false,false,3
145,"꼬마 친구 '이젤 인형'을 불러낸다.<br>이젤의 모습을 본뜬 마법인형. 기도를 바치리라!","이젤의 모습을 본뜬 마법인형. 한 이단자가 신도를 유치하기 위해 그들의 지도자인 '얼음의 무녀'를 본떠 제작했다. 그러나 간신히 완성한 직후 본인에게 들켜 긴급히 배포가 중지되었다고 한다.","이 기도를 바치리라!","빙결의 환상","5초 동안 범위 안에 있는 적의 이동을 봉쇄합니다.",55,60,2,true,false,false,true,false,4
146,"꼬마 친구 '가스트라'를 불러낸다.<br>고귀한 혈통을 이어받은 강아지. 풍채 하나는 황제급이다.","고귀한 혈통을 이어받은 강아지. 사실은 야생 출신이지만, 위풍당당한 황제의 풍채를 지닌 덕분에 어느새 혈통서까지 딸려 왔다. 시험 삼아 가운을 걸쳐주었더니 너무나도 황제다운 면모가 되었다.","멜튼!!!!!","황제의 위엄","10초 동안 특수기 포인트를 사용한 꼬마 친구가 '마물' 유형의 공격에 피해를 받지 않게 합니다.",45,45,3,false,false,false,true,false,3
147,"꼬마 친구 'VII호 증기 워커'를 불러낸다.<br>증기로 움직이는 보행 기계.","증기로 움직이는 보행 기계. 과학자 집단 '푸른손'이 신형 병기 'VII호 고블린워커'를 개발할 때, 설계를 확인하기 위해 작은 크기로 시험 삼아 만들었다고 한다. 질풍처럼 야심을 싣고 달린다!","푸쉬익~!","증기포","가장 가까운 적군 소환진에 60%만큼 피해를 줍니다. 이미 파괴되었을 경우에는 효과가 없습니다.",30,70,2,false,true,true,false,false,8
148,"꼬마 친구 '로열 베이비모스'를 불러낸다.<br>꿀꿀 하고 울 것만 같은 어린 마수. 수상한 혈통서가 딸려있다.","전설의 마수 '카이저 베히모스'의 아이라고 선전하는 어린 마수. 클랜 센추리오에 소속된 한 마물 사냥꾼이 의기양양하게 잡아왔다. 가운까지 입고 황태자 대접을 받지만, 정체가 무엇인지는 확실하지 않다.","꿀꾸울!","우렁찬 포효","15초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 40 향상시킵니다.",40,55,2,false,true,true,false,false,3
149,"꼬마 친구 '추종 시스템'을 불러낸다.<br>고대 알라그 문명의 비행 시스템. 안내 기능은 없다.","고대 알라그 문명의 비행 시스템. 기능이 정지된 '유도 시스템'을 새 시스템 유닛에 이식하여 재가동했다. 웨지의 부탁으로 함께 각지를 모험하게 되었다. 이제 안내는 해주지 않는다.","오류가 검출되었습니다","중력장","범위 안에 있는 적에게 공격력 60만큼 피해를 주고 10초 동안 이동 속도를 70% 감소시킵니다.",60,25,3,true,false,false,false,false,1
150,"꼬마 친구 '유우기리 인형'을 불러낸다.<br>유우기리의 모습을 본뜬 마법인형. 동방 사람 특유의 외모를 지녔다.","유우기리의 모습을 본뜬 마법인형. 망자의 종소리 개척단에서 일하는 도마 출신 인형사가 에오르제아의 마법인형을 보고 영감을 받아 제작했다. '인형은 얼굴이 생명'이라는 신념 하에, 숙련된 장인의 손으로 동방 사람 특유의 외모를 재현했다.","은혜는 잊지 않겠다!","작은 물약","6초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다. 아군이 '인형' 유형일 경우 공격력을 40 향상시킵니다.",55,50,2,false,true,false,true,false,3
151,"꼬마 친구 '카벙클 페리도트'를 불러낸다.<br>카벙클의 모습을 본뜬 마법인형. 페리도트로 핵을 만들었다.","카벙클의 모습을 본뜬 마법인형. 소환한 카벙클에 배신당하는 쓰디쓴 경험을 맛본 타타루가, 충성스러운 부하를 얻기 위해 보석공예가 길드에 의뢰하여 만들었다. 단, 몸체에 해당하는 봉제인형은 그녀가 직접 제작했다.","므큐~!","날리기","범위 안에 있는 적을 밀쳐냅니다.",65,45,3,false,false,true,true,false,9
152,"꼬마 친구 '카벙클 헬리오도르'를 불러낸다.<br>카벙클의 모습을 본뜬 마법인형. 헬리오도르로 핵을 만들었다.","카벙클의 모습을 본뜬 마법인형. 끝내 소환하지 못한 카벙클 토파즈 대신 부하로 삼기 위해, 타타루가 보석공예가 길드에 의뢰하여 만들었다. 단, 몸체는 봉제인형이라 진짜 카벙클보다는 내구도가 떨어진다.","므규~!","웅크리기","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",20,30,2,false,false,false,false,false,3
153,"","","","","",0,0,0,false,false,false,false,false,0
154,"꼬마 친구 '노다지'를 불러낸다.<br>작은 수레 장난감. 일확천금이 꿈이다.","태엽으로 작동하는 작은 수레. 집사가 수행 중에 얻은 물건을 운반하기 위해 데리고 다녔다. 그런데 한번은 거대한 금 광석을 실었더니, 내려놓지 않겠다며 고집을 피웠다고 한다. 은근히 재물을 밝히는 모양이다.","번쩍번쩍☆","금 도금","파괴된 방어막을 복구합니다.",40,35,3,false,true,true,false,false,9
155,"꼬마 친구 '모그리 음악단'을 불러낸다.<br>모그리 마법인형 음악단. 연주 실력은 별로다.","음유시인 악단을 꿈꾸는 모그리가 반주를 시키려고 만든 마법인형. 작은 악기를 만든 것까지는 좋았지만, 연주시키는 게 의외로 어려웠다. 참고로 악단은 음악성 차이로 데뷔하기도 전에 해산했다.","♪♪♪","야단법석","6초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다. 아군이 '인형' 유형일 경우 공격력을 40 향상시킵니다.",35,45,3,false,false,false,true,false,3
156,"꼬마 친구 '그나스 인형'을 불러낸다.<br>'이어진 자들'의 모습을 본뜬 마법인형. 스스스스스…….","그나스족 '이어진 자들'의 모습을 본뜬 마법인형. '인형술사'가 혼신을 다해 내놓은 신상품이다. 개성 없고 획일적인 '이어진 자들'을 표현하기 위해 밋밋한 얼굴로 만들었다는데, 어디가 어떻게 다른지는 알 수 없다.","스스스스스……","자신의 껍데기","10초 동안 범위 안에 있는 아군의 방어력을 20 향상시킵니다.",70,30,3,false,true,false,true,false,3
157,"꼬마 친구 '꼬마 파이싸'를 불러낸다.<br>어린 파이싸. 그 눈은 진리를 응시한다.","어린 파이싸. 원래는 바누바누족이 파이싸 싸움용으로 길렀으나, 과거 교류가 있던 시기에 한 장미 기병의 손으로 넘어왔다. 그런데 그 기병이 술자리에서 내기에 지는 바람에…… 돌고 돌아 결국 보물상자 속에 안착한 듯하다.","……!?","무한한 우주","20초 동안 아군 소환진, 방어막, 탐색의 눈이 피해를 받지 않습니다.",55,40,2,false,false,true,false,false,9
