Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x19][0x12],9 [0x0][0x8],10 [0x5][0x18],11 [0x5][0x1a],12 [0x3][0x1c],13 [0x3][0x1d],14 [0x7][0x14],15 [0x3][0x1e],16 [0x3][0x1f],17 [0x3][0x20]
2000955,"이크살의 생피",0,"이크살의 피 (임시)",0,0,1,0,0,false,"이크살의 생피",22601,1,1,1,66613,3,0,0
2000956,"코볼드의 생피",0,"코볼드의 피 (임시)",0,0,1,0,0,false,"코볼드의 생피",22601,1,1,1,66613,3,0,0
2000957,"지식강의 생피",0,"PC종족의 피 (임시)",0,0,1,0,0,false,"지식강의 생피",22601,1,1,1,66613,3,0,0
2000958,"마르세트의 특제 연금약",0,"제초제 (임시)",0,0,1,0,0,false,"마르세트의 특제 연금약",20645,306,1,1,66343,3,0,0
2000959,"독한 말벌주",0,"독한 말벌주",0,0,1,0,0,false,"독한 말벌주",24403,306,1,1,66351,3,0,0
2000960,"찬물이 든 물병",0,"황산 (임시)",0,0,1,0,0,false,"찬물이 든 물병",22614,306,1,1,66397,3,0,0
2000961,"커르다스 식초",0,"커르다스 식초",0,0,1,0,0,false,"커르다스 식초",25452,306,1,1,66463,3,0,0
2000962,"향신료 폭탄",0,"오거 약화제 (임시)",0,0,1,0,0,false,"향신료 폭탄",25919,306,1,1,66530,3,0,0
2000963,"정화의 성수",0,"성스러운 빛 (임시)",0,0,1,0,0,false,"정화의 성수",22614,306,1,1,66545,3,0,0
2000964,"미완성된 학자의 의복",0,"재단된 영혼비단 천 (임시)",0,0,1,0,0,false,"미완성된 학자의 의복",20601,1,1,1,0,3,0,0
2000965,"절단된 봉인석",0,"봉인석 파편 (임시)",0,0,1,0,0,false,"절단된 봉인석",21452,1,1,1,66545,3,0,0
2000966,"노라크시아의 유해",0,"이벤트 아이템 339 (임시)",0,0,1,0,0,false,"노라크시아의 유해",26024,1,1,1,66414,3,0,0
2000967,"맥주 항구 정기 보고서",0,"경위서 (임시)",0,0,1,0,0,false,"맥주 항구 정기 보고서",26153,1,1,1,66680,3,0,0
2000968,"황혼박쥐 날개",0,"황혼박쥐의 비막 (임시)",0,0,1,0,0,false,"황혼박쥐 날개",21955,1,5,1,66681,3,0,0
2000969,"빌츠위스에게 보내는 편지",0,"어머니가 보낸 편지 (임시)",0,0,1,0,0,false,"빌츠위스에게 보내는 편지",25918,1,1,1,66682,3,0,0
2000970,"사다새 독액",0,"코카트리스 독 (임시)",0,0,1,0,0,false,"사다새 독액",20626,1,3,1,66684,3,0,0
2000971,"로랜드 포도주",0,"위문용 술 (임시)",0,0,1,0,0,false,"로랜드 포도주",25057,1,2,1,66685,3,0,0
2000972,"향기별꽃",0,"헌화용 꽃 (임시)",0,0,1,0,0,false,"향기별꽃",25008,1,1,1,66686,3,0,0
2000973,"낡은 단검",0,"",0,0,1,0,0,false,"낡은 단검",30222,1,1,1,66318,3,0,0
2000974,"잔라크 지도",0,"",0,0,1,0,0,false,"잔라크 지도",26151,1,1,1,66318,3,0,0
2000975,"무럭무럭 발모제",0,"무럭무럭 발모제",0,0,1,0,0,false,"무럭무럭 발모제",22606,1,1,1,66287,3,0,0
2000976,"무성무성 발모제",0,"",0,0,1,0,0,false,"무성무성 발모제",22606,1,1,1,66493,3,0,0
2000979,"요마 전집 '얼어붙은 자' 페이지",0,"",0,0,1,0,0,false,"요마 전집 '얼어붙은 자' 페이지",26151,0,99,1,0,3,0,0
2000980,"낮은음 악어 고기",0,"",0,0,1,0,0,false,"낮은음 악어 고기",25153,1,99,1,0,3,0,0
2000981,"요마 전집 '이계의 불꽃을 품은 자' 페이지",0,"",0,0,1,0,0,false,"요마 전집 '이계의 불꽃을 품은 자' 페이지",26151,0,99,1,0,3,0,0
2000982,"요마 전집 '어둠을 나는 자' 페이지",0,"",0,0,1,0,0,false,"요마 전집 '어둠을 나는 자' 페이지",26151,0,99,1,0,3,0,0
2000983,"요마 전집 '깨물어 으깨는 자' 페이지",0,"",0,0,1,0,0,false,"요마 전집 '깨물어 으깨는 자' 페이지",26151,0,99,1,0,3,0,0
2000984,"흙도롱뇽 스테이크",0,"",0,0,1,0,0,false,"흙도롱뇽 스테이크",24352,1,1,1,66463,3,0,0
2000985,"작은 열쇠",0,"",0,0,1,0,0,false,"작은 열쇠",25904,1,99,1,0,0,0,0
2000986,"비밀에 싸인 석판",0,"",0,0,1,0,0,false,"비밀에 싸인 석판",21470,1,99,1,0,0,0,0
2000987,"로웨나의 차용증",0,"로웨나의 차용증",0,0,1,0,0,false,"로웨나의 차용증",25906,1,1,1,66241,3,0,0
2000988,"낡은 브라부라",0,"낡은 브라부라",0,0,1,0,0,false,"낡은 브라부라",21003,1,1,1,66655,3,0,0
2000989,"낡은 커르타나",0,"낡은 커르타나",0,0,1,0,0,false,"낡은 커르타나",21003,1,1,1,66656,3,0,0
2000990,"낡은 스파이라이",0,"낡은 스파이라이",0,0,1,0,0,false,"낡은 스파이라이",21003,1,1,1,66657,3,0,0
2000991,"낡은 게 볼그",0,"낡은 게 볼그",0,0,1,0,0,false,"낡은 게 볼그",21003,1,1,1,66658,3,0,0
2000992,"낡은 은하수 지팡이",0,"낡은 은하수 지팡이",0,0,1,0,0,false,"낡은 은하수 지팡이",21003,1,1,1,66659,3,0,0
2000993,"낡은 타이러스",0,"낡은 타이러스",0,0,1,0,0,false,"낡은 타이러스",21003,1,1,1,66660,3,0,0
2000994,"낡은 아르테미스의 활",0,"낡은 아르테미스의 활",0,0,1,0,0,false,"낡은 아르테미스의 활",21003,1,1,1,66661,3,0,0
2000995,"낡은 위유베르",0,"낡은 위유베르",0,0,1,0,0,false,"낡은 위유베르",21003,1,1,1,66662,3,0,0
2000996,"낡은 자나디서",0,"낡은 자나디서",0,0,1,0,0,false,"낡은 자나디서",21003,1,1,1,66663,3,0,0
2000997,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66655,3,0,0
2000998,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66656,3,0,0
2000999,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66657,3,0,0
2001000,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66658,3,0,0
2001001,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66659,3,0,0
2001002,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66660,3,0,0
2001003,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66661,3,0,0
2001004,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66662,3,0,0
2001005,"알루미나 입자",0,"알루미나 입자",0,0,1,0,0,false,"알루미나 입자",21204,1,1,1,66663,3,0,0
2001006,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66655,3,0,0
2001007,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66656,3,0,0
2001008,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66657,3,0,0
2001009,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66658,3,0,0
2001010,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66659,3,0,0
2001011,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66660,3,0,0
2001012,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66661,3,0,0
2001013,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66662,3,0,0
2001014,"암다포르 석판",0,"암다포르 석판",0,0,1,0,0,false,"암다포르 석판",26201,1,1,1,66663,3,0,0
2001015,"사본: 대용병 전설",0,"사본: 대용병 전설",0,0,1,0,0,false,"사본: 대용병 전설",26002,1,1,1,66655,3,0,0
2001016,"사본: 트리스트럼의 노래",0,"사본: 트리스트럼의 노래",0,0,1,0,0,false,"사본: 트리스트럼의 노래",26002,1,1,1,66656,3,0,0
2001017,"사본: 쌍표범의 투혼",0,"사본: 쌍표범의 투혼",0,0,1,0,0,false,"사본: 쌍표범의 투혼",26002,1,1,1,66657,3,0,0
2001018,"사본: 레네트 복음서",0,"사본: 레네트 복음서",0,0,1,0,0,false,"사본: 레네트 복음서",26002,1,1,1,66658,3,0,0
2001019,"사본: 청동호수 문서",0,"사본: 청동호수 문서",0,0,1,0,0,false,"사본: 청동호수 문서",26002,1,1,1,66659,3,0,0
2001020,"사본: 어느 주술사의 수필",0,"사본: 어느 주술사의 수필",0,0,1,0,0,false,"사본: 어느 주술사의 수필",26002,1,1,1,66660,3,0,0
2001021,"사본: 길버트 시가집",0,"사본: 길버트 시가집",0,0,1,0,0,false,"사본: 길버트 시가집",26002,1,1,1,66661,3,0,0
2001022,"사본: 위유베르",0,"사본: 위유베르",0,0,1,0,0,false,"사본: 위유베르",26002,1,1,1,66662,3,0,0
2001023,"사본: 마법 대전기",0,"사본: 마법 대전기",0,0,1,0,0,false,"사본: 마법 대전기",26002,1,1,1,66663,3,0,0
2001024,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66655,3,0,0
2001025,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66656,3,0,0
2001026,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66657,3,0,0
2001027,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66658,3,0,0
2001028,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66659,3,0,0
2001029,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66660,3,0,0
2001030,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66661,3,0,0
2001031,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66662,3,0,0
2001032,"이프리트의 불꽃",0,"이프리트의 불꽃",0,0,1,0,0,false,"이프리트의 불꽃",25911,1,1,1,66663,3,0,0
2001033,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66655,3,0,0
2001034,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66656,3,0,0
2001035,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66657,3,0,0
2001036,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66658,3,0,0
2001037,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66659,3,0,0
2001038,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66660,3,0,0
2001039,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66661,3,0,0
2001040,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66662,3,0,0
2001041,"가루다의 바람",0,"가루다의 바람",0,0,1,0,0,false,"가루다의 바람",25901,1,1,1,66663,3,0,0
2001042,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66655,3,0,0
2001043,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66656,3,0,0
2001044,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66657,3,0,0
2001045,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66658,3,0,0
2001046,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66659,3,0,0
2001047,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66660,3,0,0
2001048,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66661,3,0,0
2001049,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66662,3,0,0
2001050,"타이탄의 황토",0,"타이탄의 황토",0,0,1,0,0,false,"타이탄의 황토",21464,1,1,1,66663,3,0,0
2001051,"다니펜의 성수",0,"다니펜의 성수",0,0,1,0,0,false,"다니펜의 성수",22614,0,99,1,0,0,0,0
2001052,"청린기관 부품",0,"청린기관 부품",0,0,1,0,0,false,"청린기관 부품",20953,0,99,1,0,0,0,0
2001053,"독버섯 포자",0,"독버섯 포자",0,0,1,0,0,false,"독버섯 포자",25407,0,99,1,0,0,0,0
2001054,"사다새 알",0,"사다새 알",0,0,1,0,0,false,"사다새 알",25251,0,99,1,0,0,0,0
2001055,"실프족 유품",0,"실프족 유품",0,0,1,0,0,false,"실프족 유품",26001,0,99,1,0,0,0,0
2001056,"골렘의 영혼석",0,"골렘의 영혼석",0,0,1,0,0,false,"골렘의 영혼석",21202,0,99,1,0,0,0,0
2001057,"빗물받이 꽃꿀",0,"빗물받이 꽃꿀",0,0,1,0,0,false,"빗물받이 꽃꿀",25105,0,99,1,0,0,0,0
2001058,"제국군 인증 열쇠",0,"",0,0,1,0,0,false,"제국군 인증 열쇠",26014,1,1,1,0,0,0,0
2001059,"XXXVII식 폭약",0,"",0,0,1,0,0,false,"XXXVII식 폭약",21003,1,1,1,0,0,0,0
2001060,"제국군 인증 열쇠",0,"",0,0,1,0,0,false,"제국군 인증 열쇠",26014,1,99,1,0,0,0,0
2001061,"에테르 계측기",0,"",0,0,1,0,0,false,"에테르 계측기",21003,1,1,1,66597,3,0,0
2001062,"에테르 계측기",0,"",0,0,1,0,0,false,"에테르 계측기",21003,1,1,1,66598,3,0,0
2001063,"에테르 계측기",0,"",0,0,1,0,0,false,"에테르 계측기",21003,1,1,1,66599,3,0,0
2001064,"에테르 계측기",0,"",0,0,1,0,0,false,"에테르 계측기",21003,1,1,1,66600,3,0,0
2001065,"제국군 인증 열쇠",0,"",0,0,1,0,0,false,"제국군 인증 열쇠",26014,1,1,1,0,0,0,0
2001066,"XXXVII식 폭약",0,"",0,0,1,0,0,false,"XXXVII식 폭약",21003,1,1,1,0,0,0,0
2001067,"새벽의 혈맹원 유해",0,"새벽의 혈맹원 유해",0,0,1,0,0,false,"새벽의 혈맹원 유해",26024,1,3,1,66412,3,0,0
2001068,"수호천절 축제 과자",0,"",0,0,1,0,0,false,"수호천절 축제 과자",24067,1,4,1,66704,3,0,0
2001069,"수호천절 축제 과자",0,"",0,0,1,0,0,false,"수호천절 축제 과자",24067,1,4,1,66700,3,0,0
2001070,"수호천절 축제 과자",0,"",0,0,1,0,0,false,"수호천절 축제 과자",24067,1,4,1,66708,3,0,0
2001071,"초롱불용 기름",0,"초롱불용 기름",0,0,1,0,0,false,"초롱불용 기름",20661,1,99,1,0,0,0,0
2001072,"신선한 진흙 푸길",0,"신선한 진흙 푸길",0,0,1,0,0,false,"신선한 진흙 푸길",25919,1,3,1,66714,3,0,0
2001073,"맑은 도롱뇽 기름",0,"맑은 도롱뇽 기름",0,0,1,0,0,false,"맑은 도롱뇽 기름",22614,1,1,1,66714,3,0,0
2001074,"흠집 난 프라민의 노래",0,"흠집 난 프라민의 노래",0,0,1,0,0,false,"흠집 난 프라민의 노래",48511,1,1,1,66715,3,0,0
2001075,"광석이 든 자루",0,"광석이 든 자루",0,0,1,0,0,false,"광석이 든 자루",20406,1,1,1,66715,3,0,0
2001076,"프라민의 노래",0,"프라민의 노래",0,0,1,0,0,false,"프라민의 노래",48511,1,1,1,66715,3,0,0
2001077,"본부 이전 계획서",0,"본부 이전 계획서",0,0,1,0,0,false,"본부 이전 계획서",25918,1,1,1,66716,3,0,0
2001078,"카른의 봉마석",0,"카른의 봉마석",0,0,1,0,0,false,"카른의 봉마석",21208,1,1,1,66718,3,0,0
2001079,"24온즈 폭탄",0,"24온즈 폭탄",0,0,1,0,0,false,"24온즈 폭탄",26015,1276,3,1,66719,3,0,3
2001080,"포장된 짐",0,"포장된 짐",0,0,1,0,0,false,"포장된 짐",25916,1,4,1,66722,3,0,0
2001081,"고원찻잎",0,"고원찻잎",0,0,1,0,0,false,"고원찻잎",25009,1,4,1,66723,3,0,0
2001082,"비공정 탑승권",0,"",0,0,1,0,0,false,"비공정 탑승권",26153,1,1,1,66964,0,0,0
2001083,"먹음직스러운 뼈",0,"",0,0,1,0,0,false,"먹음직스러운 뼈",22202,1,1,1,66826,3,0,0
2001084,"굶주린 강아지",0,"",0,0,1,0,0,false,"굶주린 강아지",28550,1,1,1,66826,0,0,0
2001085,"×'救急キット（仮）",0,"",0,0,1,0,0,false,"",25919,1,1,1,0,3,0,0
2001086,"아기 커얼",0,"",0,0,1,0,0,false,"아기 커얼",28552,1,1,1,66827,0,0,0
2001087,"1등급 보물지도",0,"",0,0,1,0,0,false,"1등급 보물지도",26151,1,1,2,0,0,0,0
2001088,"2등급 보물지도",0,"",0,0,1,0,0,false,"2등급 보물지도",26151,1,1,2,0,0,0,0
2001089,"3등급 보물지도",0,"",0,0,1,0,0,false,"3등급 보물지도",26151,1,1,2,0,0,0,0
2001090,"4등급 보물지도",0,"",0,0,1,0,0,false,"4등급 보물지도",26151,1,1,2,0,0,0,0
2001091,"5등급 보물지도",0,"",0,0,1,0,0,false,"5등급 보물지도",26151,1,1,2,0,0,0,0
2001092,"",0,"",0,0,1,0,0,false,"",0,1276,1,1,0,0,0,0
2001093,"초고순도 땅 크리스탈",0,"",0,0,1,0,0,false,"초고순도 땅 크리스탈",20012,1,1,1,66735,3,0,0
2001094,"초고순도 물 크리스탈",0,"",0,0,1,0,0,false,"초고순도 물 크리스탈",20008,1,1,1,66735,3,0,0
2001095,"초고순도 불 크리스탈",0,"",0,0,1,0,0,false,"초고순도 불 크리스탈",20007,1,1,1,66735,3,0,0
2001096,"초고순도 바람 크리스탈",0,"",0,0,1,0,0,false,"초고순도 바람 크리스탈",20010,1,1,1,66735,3,0,0
2001097,"열화의 에테르 모래",0,"",0,0,1,0,0,false,"열화의 에테르 모래",21456,1,1,1,66736,3,0,0
2001098,"옥토의 에테르 모래",0,"",0,0,1,0,0,false,"옥토의 에테르 모래",21458,1,1,1,66736,3,0,0
2001099,"에테르 모래 대금",0,"",0,0,1,0,0,false,"에테르 모래 대금",26001,1,1,1,66736,3,0,0
2001100,"훈풍의 에테르 모래",0,"",0,0,1,0,0,false,"훈풍의 에테르 모래",21459,1,1,1,66737,3,0,0
2001101,"청수의 에테르 모래",0,"",0,0,1,0,0,false,"청수의 에테르 모래",21457,1,1,1,66737,3,0,0
2001102,"지즈 담즙",0,"",0,0,1,0,0,false,"지즈 담즙",20681,1,1,1,66834,3,0,0
2001103,"아귀 간",0,"",0,0,1,0,0,false,"아귀 간",29002,1,1,1,66834,3,0,0
2001104,"몰볼의 위액",0,"",0,0,1,0,0,false,"몰볼의 위액",20684,1,1,1,66834,3,0,0
2001105,"썩은 좀비 살점",0,"",0,0,1,0,0,false,"썩은 좀비 살점",25151,1,1,1,66834,3,0,0
2001106,"푸딩 회",0,"",0,0,1,0,0,false,"푸딩 회",25156,1,1,1,66834,3,0,0
2001107,"금지 식물 몽상화",0,"",0,0,1,0,0,false,"금지 식물 몽상화",21651,1,1,1,66834,3,0,0
2001108,"네모의 초콜릿",0,"",0,0,1,0,0,false,"네모의 초콜릿",26107,1,1,1,66835,3,0,0
2001109,"달콤한 냄새가 나는 상자",0,"",0,0,1,0,0,false,"달콤한 냄새가 나는 상자",26107,1,1,1,66836,3,0,0
2001110,"하난자가 보낸 소포",0,"",0,0,1,0,0,false,"하난자가 보낸 소포",25919,1,1,1,66746,0,0,0
2001111,"베아탱이 보낸 소포",0,"",0,0,1,0,0,false,"베아탱이 보낸 소포",25919,1,1,1,66746,0,0,0
2001112,"세베리안이 보낸 소포",0,"",0,0,1,0,0,false,"세베리안이 보낸 소포",25919,1,1,1,66746,0,0,0
2001113,"불 정령의 핵",0,"",0,0,1,0,0,false,"불 정령의 핵",21261,1,2,1,66758,0,0,0
2001114,"강철거북의 등딱지",0,"",0,0,1,0,0,false,"강철거북의 등딱지",22261,1,1,1,66758,0,0,0
2001115,"아말쟈족 제사 도구",0,"",0,0,1,0,0,false,"아말쟈족 제사 도구",21003,1,2,1,66768,0,0,0
2001116,"아말쟈족의 공물",0,"",0,0,1,0,0,false,"아말쟈족의 공물",25919,1,2,1,66768,0,0,0
2001117,"숲에서 난 채소",0,"",0,0,1,0,0,false,"숲에서 난 채소",25207,1,8,1,66793,3,0,0
2001118,"몰볼의 담즙",0,"",0,0,1,0,0,false,"몰볼의 담즙",20667,1,1,1,66794,0,0,0
2001119,"썩은 나무정령 도토리",0,"",0,0,1,0,0,false,"썩은 나무정령 도토리",25304,1,1,1,66794,0,0,0
2001120,"지즈의 독액",0,"",0,0,1,0,0,false,"지즈의 독액",20668,1,2,1,66794,0,0,0
2001121,"꿈결두꺼비의 진액",0,"",0,0,1,0,0,false,"꿈결두꺼비의 진액",22636,1,4,1,66804,0,0,0
2001122,"질 좋은 젖뿌리",0,"",0,0,1,0,0,false,"질 좋은 젖뿌리",25005,1,6,1,66813,0,0,0
2001123,"화염신의 우상",0,"",0,0,1,0,0,false,"화염신의 우상",21002,1,2,1,66783,0,0,0
2001124,"남겨진 수첩",0,"남겨진 수첩",0,0,1,0,0,false,"남겨진 수첩",26002,1,1,1,66729,3,0,0
2001125,"수상한 쪽지",0,"",0,0,1,0,0,false,"수상한 쪽지",26151,1,1,1,66740,3,0,0
2001126,"초대박폭탄",0,"",0,0,1,0,0,false,"초대박폭탄",26015,1,1,1,66742,3,0,0
2001127,"흙투성이가 된 병",0,"",0,0,1,0,0,false,"흙투성이가 된 병",25057,1,1,1,66743,3,0,0
2001128,"흙투성이가 된 돌",0,"",0,0,1,0,0,false,"흙투성이가 된 돌",21451,1,1,1,66743,3,0,0
2001129,"바닥 나간 항아리",0,"",0,0,1,0,0,false,"바닥 나간 항아리",22603,1,1,1,66743,3,0,0
2001130,"잔돈이 든 주머니",0,"",0,0,1,0,0,false,"잔돈이 든 주머니",25919,1,1,1,66747,0,0,0
2001131,"아름다운 당근",0,"",0,0,1,0,0,false,"아름다운 당근",25207,1,1,1,66829,3,0,0
2001132,"발 빠른 당근",0,"",0,0,1,0,0,false,"발 빠른 당근",25207,1,1,1,66830,3,0,0
2001133,"신선한 당근",0,"",0,0,1,0,0,false,"신선한 당근",25207,1,5,1,66831,3,0,0
2001134,"거대한 당근",0,"",0,0,1,0,0,false,"거대한 당근",25207,1,1,1,66831,3,0,0
2001135,"괴력의 당근",0,"",0,0,1,0,0,false,"괴력의 당근",25207,1,1,1,66831,3,0,0
2001136,"철창 문 열쇠",0,"",0,0,1,0,0,false,"철창 문 열쇠",25904,1,4,1,66756,4,0,0
2001137,"철창 문 열쇠",0,"",0,0,1,0,0,false,"철창 문 열쇠",25904,1,1,1,66757,1,0,0
2001138,"투명한 물약",0,"",0,0,1,0,0,false,"투명한 물약",20601,1,4,1,66760,0,0,0
2001139,"바람신의 제기",0,"",0,0,1,0,0,false,"바람신의 제기",25919,1,1,1,66731,0,0,0
2001140,"바위신의 제기",0,"",0,0,1,0,0,false,"바위신의 제기",25919,1,1,1,66732,0,0,0
2001141,"화염신의 제기",0,"",0,0,1,0,0,false,"화염신의 제기",25919,1,1,1,66733,0,0,0
2001142,"바람신의 제기",0,"",0,0,1,0,0,false,"바람신의 제기",25919,1,1,1,66734,0,0,0
2001143,"바위신의 제기",0,"",0,0,1,0,0,false,"바위신의 제기",25919,1,1,1,66734,0,0,0
2001144,"화염신의 제기",0,"",0,0,1,0,0,false,"화염신의 제기",25919,1,1,1,66734,0,0,0
2001145,"바람신의 제기",0,"",0,0,1,0,0,false,"바람신의 제기",25919,1,1,1,66845,0,0,0
2001146,"바위신의 제기",0,"",0,0,1,0,0,false,"바위신의 제기",25919,1,1,1,66845,0,0,0
2001147,"화염신의 제기",0,"",0,0,1,0,0,false,"화염신의 제기",25919,1,1,1,66845,0,0,0
2001148,"철창 문 열쇠",0,"",0,0,1,0,0,false,"철창 문 열쇠",25904,1,3,1,66765,3,0,0
2001149,"깨진 약병",0,"",0,0,1,0,0,false,"깨진 약병",25453,1,1,1,66747,0,0,0
2001150,"도롱뇽 기름",0,"",0,0,1,0,0,false,"도롱뇽 기름",20645,1,1,1,66743,3,0,0
2001151,"성화에 달군 무기",0,"",0,0,1,0,0,false,"성화에 달군 무기",31817,1,4,1,66770,3,0,0
2001152,"성화에 달군 무기",0,"",0,0,1,0,0,false,"성화에 달군 무기",31817,1,5,1,66780,3,0,0
2001153,"눈썰미의 비늘 구슬",0,"",0,0,1,0,0,false,"눈썰미의 비늘 구슬",26015,1766,3,1,66801,3,0,4
2001154,"식별의 비늘 구슬",0,"",0,0,1,0,0,false,"식별의 비늘 구슬",26015,1766,3,1,66810,3,0,4
2001155,"간파의 비늘 구슬",0,"",0,0,1,0,0,false,"간파의 비늘 구슬",26015,1766,3,1,66816,3,0,4
2001156,"백합 열쇠",0,"",0,0,1,0,0,false,"백합 열쇠",25902,1,99,1,0,0,0,0
2001157,"붉은장미 열쇠",0,"",0,0,1,0,0,false,"붉은장미 열쇠",25903,1,99,1,0,0,0,0
2001158,"복숭아 묘목",0,"",0,0,1,0,0,false,"복숭아 묘목",22633,1,3,1,66841,0,0,0
2001159,"에쉬템의 도원향",0,"",0,0,1,0,0,false,"에쉬템의 도원향",22640,1,3,1,66842,0,0,0
2001160,"복숭아 꽃잎",0,"",0,0,1,0,0,false,"복숭아 꽃잎",21294,1,3,1,66843,0,0,0
2001161,"작은 크리스탈 상자",0,"",0,0,1,0,0,false,"작은 크리스탈 상자",21003,1,3,1,66776,3,0,0
2001162,"큰 크리스탈 상자",0,"",0,0,1,0,0,false,"큰 크리스탈 상자",21003,1,1,1,66776,3,0,0
2001163,"유령호박 자루",0,"",0,0,1,0,0,false,"유령호박 자루",25919,1,5,1,66795,0,0,0
2001164,"진화용 재",0,"",0,0,1,0,0,false,"진화용 재",25919,1,5,1,66763,3,0,0
2001165,"사랑스러운 인형",0,"",0,0,1,0,0,false,"사랑스러운 인형",22630,1,1,1,66823,3,0,0
2001166,"골렘 파편",0,"",0,0,1,0,0,false,"골렘 파편",21202,1,1,1,66824,3,0,0
2001167,"갈색 물약",0,"",0,0,1,0,0,false,"갈색 물약",22643,1,3,1,66814,3,0,0
2001168,"보초나무 도토리",0,"",0,0,1,0,0,false,"보초나무 도토리",25304,1,3,1,66815,3,0,0
2001169,"숲속의 맑은 샘물",0,"",0,0,1,0,0,false,"숲속의 맑은 샘물",22614,1,3,1,66815,3,0,0
2001170,"철창 문 열쇠",0,"",0,0,1,0,0,false,"철창 문 열쇠",25904,1,3,1,66785,3,0,0
