Index,0 [0x3][0x36],1 [0x0][0x0],2 [0x0][0x4],3 [0x3][0x37],4 [0x5][0x30],5 [0x7][0x8],6 [0x5][0x32],7 [0x3][0x38],8 [0x3][0x39],9 [0x6][0xc],10 [0x6][0x10],11 [0x6][0x14],12 [0x6][0x18],13 [0x6][0x1c],14 [0x6][0x20],15 [0x6][0x24],16 [0x6][0x28],17 [0x6][0x2c],18 [0x5][0x34]
830,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,15,"쌍사당의 늑대: 1단계","쌍사당에서 PvP 랭크 1 달성",5,122,0,62952,1,11,2,1,0,0,0,0,0,0,0,11
834,15,"쌍사당의 늑대: 2단계","쌍사당에서 PvP 랭크 10 달성",5,123,0,62952,1,11,2,10,0,0,0,0,0,0,0,12
835,15,"쌍사당의 늑대: 3단계","쌍사당에서 PvP 랭크 20 달성",5,124,0,62952,1,11,2,20,0,0,0,0,0,0,0,13
836,15,"쌍사당의 늑대: 4단계","쌍사당에서 PvP 랭크 30 달성",5,125,0,62952,1,11,2,30,0,0,0,0,0,0,0,14
837,15,"쌍사당의 늑대: 5단계","쌍사당에서 PvP 랭크 40 달성",5,126,0,62952,1,11,2,40,0,0,0,0,0,0,0,15
838,15,"쌍사당의 늑대: 6단계","쌍사당에서 PvP 랭크 50 달성",5,127,0,62952,1,11,2,50,0,0,0,0,0,0,0,16
839,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,5,"우리에 든 늑대: 1단계","더 폴드에 처음으로 참전",5,0,0,156,1,12,1,0,0,0,0,0,0,0,0,0
844,5,"우리에 든 늑대: 2단계","더 폴드에 총 50회 참전",5,0,0,156,1,12,50,0,0,0,0,0,0,0,0,0
845,5,"우리에 든 늑대: 3단계","더 폴드에 총 100회 참전",5,0,0,156,1,12,100,0,0,0,0,0,0,0,0,0
846,5,"우리에 든 늑대: 4단계","더 폴드에 총 500회 참전",5,0,0,156,1,12,500,0,0,0,0,0,0,0,0,0
847,5,"우리에 든 늑대: 5단계","더 폴드에 총 1,000회 참전",10,0,0,156,1,12,1000,0,0,0,0,0,0,0,0,0
848,5,"우리에 든 고참 늑대","더 폴드에 총 5,000회 참전",20,142,0,156,1,12,5000,0,0,0,0,0,0,0,0,0
849,5,"이빨을 드러낸 자: 1단계","더 폴드에서 처음으로 승리",5,0,0,2555,1,13,1,0,0,0,0,0,0,0,0,0
850,5,"이빨을 드러낸 자: 2단계","더 폴드에서 총 50회 승리",5,0,0,2555,1,13,50,0,0,0,0,0,0,0,0,0
851,5,"이빨을 드러낸 자: 3단계","더 폴드에서 총 100회 승리",5,0,0,2555,1,13,100,0,0,0,0,0,0,0,0,0
852,5,"이빨을 드러낸 자: 4단계","더 폴드에서 총 500회 승리",5,0,0,2555,1,13,500,0,0,0,0,0,0,0,0,0
853,5,"이빨을 드러낸 자: 5단계","더 폴드에서 총 1,000회 승리",10,0,0,2555,1,13,1000,0,0,0,0,0,0,0,0,0
854,5,"날카로운 송곳니","더 폴드에서 총 5,000회 승리",20,143,0,2555,1,13,5000,0,0,0,0,0,0,0,0,0
855,3,"화염신을 쓰러뜨린 자","극 이프리트 토벌전에 참가하여 이프리트 처치",10,0,0,317,1,14,20008,0,0,0,0,0,0,0,0,1
856,3,"바람신을 쓰러뜨린 자","극 가루다 토벌전에 참가하여 가루다 처치",10,0,0,317,1,14,20010,0,0,0,0,0,0,0,0,2
857,3,"바위신을 쓰러뜨린 자","극 타이탄 토벌전에 참가하여 타이탄 처치",10,0,0,317,1,14,20009,0,0,0,0,0,0,0,0,3
858,16,"인상 깊었던 그 사람: 1단계","플레이어 추천 총 10회 획득",0,144,0,2802,1,1,244,10,0,0,0,0,0,0,0,0
859,16,"인상 깊었던 그 사람: 2단계","플레이어 추천 총 50회 획득",0,0,6989,2802,1,1,244,50,0,0,0,0,0,0,0,0
860,16,"인상 깊었던 그 사람: 3단계","플레이어 추천 총 100회 획득",0,0,6110,2802,1,1,244,100,0,0,0,0,0,0,0,0
861,16,"인상 깊었던 그 사람: 4단계","플레이어 추천 총 300회 획득",0,0,6995,2802,1,1,244,300,0,0,0,0,0,0,0,0
862,16,"모두의 친구","플레이어 추천 총 500회 획득",0,0,6993,2802,1,1,244,500,0,0,0,0,0,0,0,0
863,36,"잿빛 일당: 1단계","아말쟈족 '잿빛 일당'과의 우호 관계가 1단계 '중립'으로 상승",5,0,0,62955,1,15,1,1,0,0,0,0,0,0,0,0
864,36,"잿빛 일당: 2단계","아말쟈족 '잿빛 일당'과의 우호 관계가 2단계 '인정'으로 상승",5,0,0,62955,1,15,1,2,0,0,0,0,0,0,0,0
865,36,"잿빛 일당: 3단계","아말쟈족 '잿빛 일당'과의 우호 관계가 3단계 '우호'로 상승",10,0,0,62955,1,15,1,3,0,0,0,0,0,0,0,0
866,36,"잿빛 무사","아말쟈족 '잿빛 일당'과의 우호 관계가 4단계 '신뢰'로 상승",20,145,0,62955,1,15,1,4,0,0,0,0,0,0,0,0
867,36,"임시 주거지 실프: 1단계","실프족 '임시 주거지 실프'와의 우호 관계가 1단계 '중립'으로 상승",5,0,0,62956,1,15,2,1,0,0,0,0,0,0,0,0
868,36,"임시 주거지 실프: 2단계","실프족 '임시 주거지 실프'와의 우호 관계가 2단계 '인정'으로 상승",5,0,0,62956,1,15,2,2,0,0,0,0,0,0,0,0
869,36,"임시 주거지 실프: 3단계","실프족 '임시 주거지 실프'와의 우호 관계가 3단계 '우호'로 상승",10,0,0,62956,1,15,2,3,0,0,0,0,0,0,0,0
870,36,"실프의 친구","실프족 '임시 주거지 실프'와의 우호 관계가 4단계 '신뢰'로 상승",20,146,0,62956,1,15,2,4,0,0,0,0,0,0,0,0
871,40,"구리종 광산을 또다시 탐험한 자","구리종 광산(어려움)을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,140,0,0,0,0,0,0,0,0,0
872,39,"하우케타 별궁을 또다시 탐험한 자","하우케타 별궁(어려움)을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,137,0,0,0,0,0,0,0,0,9
873,38,"시리우스 대등대 탐험가","시리우스 대등대를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,108,0,0,0,0,0,0,0,0,10
874,37,"눈사람아 녹지 말아줘","눈사람 탈, 눈사람 옷, 눈사람 장갑 중 하나 입수",10,0,0,40684,1,1,250,1,0,0,0,0,0,0,0,3
875,37,"창백해진 말을 보라","퀘스트 '말과 초코보와 멋진 강신제' 완료",10,0,0,24113,1,6,66832,0,0,0,0,0,0,0,0,4
876,37,"사랑의 전도사의 조수","퀘스트 '끝나지 않는 발렌티온데이' 완료",10,0,0,42351,1,6,66837,0,0,0,0,0,0,0,0,5
877,37,"에드비아 공주님과 함께","퀘스트 '프린세스데이는 시간을 넘어서' 완료",10,0,0,28557,1,6,66843,0,0,0,0,0,0,0,0,6
878,9,"보물 사냥꾼: 1단계","1등급 오래된 지도를 해독하여 보물상자 3회 열기",5,0,0,115,1,1,245,3,0,0,0,0,0,0,0,1
879,9,"보물 사냥꾼: 2단계","2등급 오래된 지도를 해독하여 보물상자 5회 열기",5,0,0,115,1,1,246,5,0,0,0,0,0,0,0,2
880,9,"보물 사냥꾼: 3단계","3등급 오래된 지도를 해독하여 보물상자 10회 열기",5,0,0,115,1,1,247,10,0,0,0,0,0,0,0,3
881,9,"보물 사냥꾼: 4단계","4등급 오래된 지도를 해독하여 보물상자 20회 열기",10,0,0,115,1,1,248,20,0,0,0,0,0,0,0,4
882,9,"이름난 보물 사냥꾼","5 등급 오래된 지도를 해독하여 보물상자 20회 열기",20,147,0,115,1,1,249,20,0,0,0,0,0,0,0,5
883,4,"고대인의 미궁을 제패한 자","고대인의 미궁 완료",10,0,0,2724,1,14,30001,0,0,0,0,0,0,0,0,0
884,42,"고대인의 미궁 탐험가","고대인의 미궁을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,71,0,0,0,0,0,0,0,0,0
885,1,"지나가던 성자님: 1단계","파티원이 아닌 전투불능 상태의 플레이어 부활",5,0,0,411,1,1,251,1,0,0,0,0,0,0,0,47
886,1,"지나가던 성자님: 2단계","파티원이 아닌 전투불능 상태의 플레이어 20회 부활",10,0,0,411,1,1,251,20,0,0,0,0,0,0,0,48
887,4,"두번째 대미궁을 제패한 자: 1단계","대미궁 바하무트: 침공편 완료",5,0,0,2579,1,1,266,1,0,0,0,0,0,0,0,0
888,4,"두번째 대미궁을 제패한 자: 2단계","대미궁 바하무트: 침공편 5회 완료",10,0,0,2579,1,1,266,5,0,0,0,0,0,0,0,0
889,4,"두번째 대미궁을 제패한 자: 3단계","대미궁 바하무트: 침공편 10회 완료",20,0,0,2579,1,1,266,10,0,0,0,0,0,0,0,0
890,39,"두번째 대미궁에 도전한 자: 1단계","대미궁 바하무트: 침공편에 도전하여 제1단계의 모든 지역 발견",10,0,0,1001,1,8,148,0,0,0,0,0,0,0,0,11
891,39,"두번째 대미궁에 도전한 자: 2단계","대미궁 바하무트: 침공편에 도전하여 제2단계의 모든 지역 발견",10,0,0,1001,1,8,149,0,0,0,0,0,0,0,0,12
892,39,"두번째 대미궁에 도전한 자: 3단계","대미궁 바하무트: 침공편에 도전하여 제3단계의 모든 지역 발견",10,0,0,1001,1,8,65,0,0,0,0,0,0,0,0,13
893,3,"수신을 쓰러뜨린 자","극 리바이어선 토벌전에 참가하여 리바이어선 처치",10,0,0,317,1,14,20018,0,0,0,0,0,0,0,0,4
894,3,"극왕을 쓰러뜨린 자","극왕 모그루 모그 XII세 토벌전에 참가하여 모그루 모그 XII세 처치",10,0,0,317,1,14,20012,0,0,0,0,0,0,0,0,5
895,40,"할라탈리 수련장을 또다시 탐험한 자","할라탈리 수련장(어려움)을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,145,0,0,0,0,0,0,0,0,0
896,38,"브레이플록스의 야영지를 또다시 탐험한 자","브레이플록스의 야영지(어려움)를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,146,0,0,0,0,0,0,0,0,11
897,39,"옛 암다포르 시가지 탐험가","옛 암다포르 시가지를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,151,0,0,0,0,0,0,0,0,10
898,34,"각성하는 자들","퀘스트 '돌의 집으로' 완료",20,0,0,26002,1,9,66729,66881,0,0,0,0,0,0,0,20
899,34,"혼돈의 소용돌이","퀘스트 '혼돈의 소용돌이' 완료",20,0,0,26002,1,6,66899,0,0,0,0,0,0,0,0,21
900,34,"대미궁에서 해후하다","퀘스트 '제7재해의 진실을 찾아서' 완료",10,0,0,26002,1,9,66696,66849,0,0,0,0,0,0,0,50
901,34,"대미궁 침공","퀘스트 '진실과 결단' 완료",20,0,0,26002,1,6,66850,0,0,0,0,0,0,0,0,51
902,34,"터주낚시 초단","퀘스트 '물고기의 신' 완료",10,150,0,26002,1,6,66966,0,0,0,0,0,0,0,0,37
903,37,"새로운 알 사냥꾼","퀘스트 '알 찾는 현자님' 완료",10,0,0,49073,1,6,66956,0,0,0,0,0,0,0,0,7
904,36,"제789땅굴단: 1단계","코볼드족 '제789땅굴단'과의 우호 관계가 1단계 '중립'으로 상승",5,0,0,62958,1,15,3,1,0,0,0,0,0,0,0,0
905,36,"제789땅굴단: 2단계","코볼드족 '제789땅굴단'과의 우호 관계가 2단계 '인정'으로 상승",5,0,0,62958,1,15,3,2,0,0,0,0,0,0,0,0
906,36,"제789땅굴단: 3단계","코볼드족 '제789땅굴단'과의 우호 관계가 3단계 '우호'로 상승",10,0,0,62958,1,15,3,3,0,0,0,0,0,0,0,0
907,36,"꼴찌들의 영웅","코볼드족 '제789땅굴단'과의 우호 관계가 4단계 '신뢰'로 상승",20,148,0,62958,1,15,3,4,0,0,0,0,0,0,0,0
908,36,"노부 일족: 1단계","사하긴족 '노부 일족'과의 우호 관계가 1단계 '중립'으로 상승",5,0,0,62959,1,15,4,1,0,0,0,0,0,0,0,0
909,36,"노부 일족: 2단계","사하긴족 '노부 일족'과의 우호 관계가 2단계 '인정'으로 상승",5,0,0,62959,1,15,4,2,0,0,0,0,0,0,0,0
910,36,"노부 일족: 3단계","사하긴족 '노부 일족'과의 우호 관계가 3단계 '우호'로 상승",10,0,0,62959,1,15,4,3,0,0,0,0,0,0,0,0
911,36,"노부의 가족","사하긴족 '노부 일족'과의 우호 관계가 4단계 '신뢰'로 상승",20,149,0,62959,1,15,4,4,0,0,0,0,0,0,0,0
912,10,"집사 수행: 1단계","집사 수행 5회 성공",5,0,0,1069,1,1,268,5,0,0,0,0,0,0,0,11
913,10,"집사 수행: 2단계","집사 수행 50회 성공",5,0,0,1069,1,1,268,50,0,0,0,0,0,0,0,12
914,10,"집사 수행: 3단계","집사 수행 100회 성공",10,0,0,1069,1,1,268,100,0,0,0,0,0,0,0,13
915,10,"유능한 집사의 고용주","집사 수행 500회 성공",20,0,0,1069,1,1,268,500,0,0,0,0,0,0,0,14
916,33,"강태공이 되는 길: 1단계","터주 낚기",5,0,0,1102,1,1,267,1,0,0,0,0,0,0,0,29
917,33,"강태공이 되는 길: 2단계","터주 16종류 낚기",10,0,0,1102,1,1,267,16,0,0,0,0,0,0,0,30
918,33,"강태공이 되는 길: 3단계","터주 37종류 낚기",20,0,0,1102,1,1,267,37,0,0,0,0,0,0,0,31
919,1,"나이트 출동: 1단계","나이트로 고난도 8인용 임무 50회 완료",5,151,0,2505,1,1,277,50,0,0,0,0,0,0,0,52
920,1,"나이트 출동: 2단계","나이트로 고난도 8인용 임무 100회 완료",10,153,0,2505,1,1,277,100,0,0,0,0,0,0,0,53
921,1,"견고한 나이트","나이트로 고난도 8인용 임무 200회 완료",20,0,7848,2505,1,1,277,200,0,0,0,0,0,0,0,54
922,1,"전사 출동: 1단계","전사로 고난도 8인용 임무 50회 완료",5,152,0,2551,1,1,278,50,0,0,0,0,0,0,0,55
923,1,"전사 출동: 2단계","전사로 고난도 8인용 임무 100회 완료",10,154,0,2551,1,1,278,100,0,0,0,0,0,0,0,56
924,1,"강인한 전사","전사로 고난도 8인용 임무 200회 완료",20,0,7849,2551,1,1,278,200,0,0,0,0,0,0,0,57
925,18,"황도의 빛","'고대의 무기: 아니무스' 중 하나 입수",10,0,0,2723,1,1,279,1,0,0,0,0,0,0,0,15
926,18,"별들의 빛","'고대의 무기: 노우스' 중 하나 입수",10,0,0,2723,1,1,280,1,0,0,0,0,0,0,0,16
927,22,"마테리아 대박","마테리아 합성에서 대성공 발생",10,0,0,25911,1,1,281,1,0,0,0,0,0,0,0,18
928,10,"새내기 탐험가","탐험수첩 항목 001~020 완료",5,0,0,1019,1,1,284,20,0,0,0,0,0,0,0,15
929,10,"숙련된 탐험가","탐험수첩 항목 001~080 완료",10,0,6201,1019,1,1,284,80,0,0,0,0,0,0,0,16
930,6,"무법자의 전장: 1단계","무법자의 전장에 처음으로 참전",5,0,0,259,1,17,1,0,0,0,0,0,0,0,0,1
931,6,"무법자의 전장: 2단계","무법자의 전장에 총 30회 참전",5,0,0,259,1,17,30,0,0,0,0,0,0,0,0,2
932,6,"무법자의 전장: 3단계","무법자의 전장에 총 50회 참전",5,0,0,259,1,17,50,0,0,0,0,0,0,0,0,3
933,6,"무법자의 전장: 4단계","무법자의 전장에 총 100회 참전",5,0,0,259,1,17,100,0,0,0,0,0,0,0,0,4
934,6,"무법자의 전장: 5단계","무법자의 전장에 총 300회 참전",10,155,0,259,1,17,300,0,0,0,0,0,0,0,0,5
935,6,"천전노장","무법자의 전장에 총 1000회 참전",20,0,0,259,1,17,1000,0,0,0,0,0,0,0,0,6
936,6,"바다의 승전보: 1단계","무법자의 전장에 흑와단 대원으로 참전하여 처음으로 승리",5,0,0,62951,1,18,1,1,0,0,0,0,0,0,0,7
937,6,"바다의 승전보: 2단계","무법자의 전장에 흑와단 대원으로 참전하여 30회 승리",5,0,0,62951,1,18,1,30,0,0,0,0,0,0,0,8
938,6,"바다의 승전보: 3단계","무법자의 전장에 흑와단 대원으로 참전하여 50회 승리",5,0,0,62951,1,18,1,50,0,0,0,0,0,0,0,9
939,6,"바다의 승전보: 4단계","무법자의 전장에 흑와단 대원으로 참전하여 100회 승리",5,0,8209,62951,1,18,1,100,0,0,0,0,0,0,0,10
940,6,"바다의 승전보: 5단계","무법자의 전장에 흑와단 대원으로 참전하여 300회 승리",10,156,0,62951,1,18,1,300,0,0,0,0,0,0,0,11
941,6,"보라용골 훈장","무법자의 전장에 흑와단 대원으로 참전하여 1000회 승리",20,0,0,62951,1,18,1,1000,0,0,0,0,0,0,0,12
942,6,"숲의 승전보: 1단계","무법자의 전장에 쌍사당 대원으로 참전하여 처음으로 승리",5,0,0,62952,1,18,2,1,0,0,0,0,0,0,0,13
943,6,"숲의 승전보: 2단계","무법자의 전장에 쌍사당 대원으로 참전하여 30회 승리",5,0,0,62952,1,18,2,30,0,0,0,0,0,0,0,14
944,6,"숲의 승전보: 3단계","무법자의 전장에 쌍사당 대원으로 참전하여 50회 승리",5,0,0,62952,1,18,2,50,0,0,0,0,0,0,0,15
945,6,"숲의 승전보: 4단계","무법자의 전장에 쌍사당 대원으로 참전하여 100회 승리",5,0,8210,62952,1,18,2,100,0,0,0,0,0,0,0,16
946,6,"숲의 승전보: 5단계","무법자의 전장에 쌍사당 대원으로 참전하여 300회 승리",10,158,0,62952,1,18,2,300,0,0,0,0,0,0,0,17
947,6,"흑단 훈장","무법자의 전장에 쌍사당 대원으로 참전하여 1000회 승리",20,0,0,62952,1,18,2,1000,0,0,0,0,0,0,0,18
948,6,"사막의 승전보: 1단계","무법자의 전장에 불멸대 대원으로 참전하여 처음으로 승리",5,0,0,62953,1,18,3,1,0,0,0,0,0,0,0,19
949,6,"사막의 승전보: 2단계","무법자의 전장에 불멸대 대원으로 참전하여 30회 승리",5,0,0,62953,1,18,3,30,0,0,0,0,0,0,0,20
950,6,"사막의 승전보: 3단계","무법자의 전장에 불멸대 대원으로 참전하여 50회 승리",5,0,0,62953,1,18,3,50,0,0,0,0,0,0,0,21
951,6,"사막의 승전보: 4단계","무법자의 전장에 불멸대 대원으로 참전하여 100회 승리",5,0,8211,62953,1,18,3,100,0,0,0,0,0,0,0,22
952,6,"사막의 승전보: 5단계","무법자의 전장에 불멸대 대원으로 참전하여 300회 승리",10,157,0,62953,1,18,3,300,0,0,0,0,0,0,0,23
953,6,"황금천칭 훈장","무법자의 전장에 불멸대 대원으로 참전하여 1000회 승리",20,0,0,62953,1,18,3,1000,0,0,0,0,0,0,0,24
954,6,"고철 제조자: 1단계","무인 요격기 파괴",5,0,0,458,1,1,285,1,0,0,0,0,0,0,0,25
955,6,"고철 제조자: 2단계","무인 요격기 30대 파괴",5,0,0,458,1,1,285,30,0,0,0,0,0,0,0,26
956,6,"고철 제조자: 3단계","무인 요격기 50대 파괴",5,0,0,458,1,1,285,50,0,0,0,0,0,0,0,27
957,6,"고철 제조자: 4단계","무인 요격기 100대 파괴",5,159,0,458,1,1,285,100,0,0,0,0,0,0,0,28
958,6,"요격기 분쇄자","무인 요격기 300대 파괴",10,0,0,458,1,1,285,300,0,0,0,0,0,0,0,29
959,6,"시스템 오류: 1단계","요격 시스템 파괴",5,0,0,459,1,1,286,1,0,0,0,0,0,0,0,30
960,6,"시스템 오류: 2단계","요격 시스템 5대 파괴",5,0,0,459,1,1,286,5,0,0,0,0,0,0,0,31
961,6,"시스템 오류: 3단계","요격 시스템 10대 파괴",5,0,0,459,1,1,286,10,0,0,0,0,0,0,0,32
962,6,"시스템 오류: 4단계","요격 시스템 20대 파괴",5,160,0,459,1,1,286,20,0,0,0,0,0,0,0,33
963,6,"치명적 오류","요격 시스템 50대 파괴",10,0,0,459,1,1,286,50,0,0,0,0,0,0,0,34
964,8,"숲의 새내기 마물 사냥꾼","검은장막 숲의 B급 정예 마물 4종류 토벌",5,0,0,2725,1,5,4,296,297,298,299,0,0,0,0,1
965,8,"사막의 새내기 마물 사냥꾼","다날란의 B급 정예 마물 5종류 토벌",5,0,0,2725,1,5,5,300,301,302,303,304,0,0,0,2
966,8,"바다의 새내기 마물 사냥꾼","라노시아의 B급 정예 마물 6종류 토벌",5,0,0,2725,1,5,6,305,306,307,308,309,310,0,0,3
967,8,"산의 새내기 마물 사냥꾼","커르다스 중앙고지와 모르도나의 B급 정예 마물 2종류 토벌",5,0,0,2725,1,5,2,311,312,0,0,0,0,0,0,4
968,8,"촉망받는 마물 사냥꾼","업적 '숲의 새내기 마물 사냥꾼', '사막의 새내기 마물 사냥꾼', '바다의 새내기 마물 사냥꾼', '산의 새내기 마물 사냥꾼'을 모두 달성",10,161,0,2725,2,2,964,965,966,967,0,0,0,0,0,5
969,8,"숲의 숙련된 마물 사냥꾼","검은장막 숲의 A급 정예 마물 4종류 토벌",5,0,0,2725,1,5,4,313,314,315,316,0,0,0,0,6
970,8,"사막의 숙련된 마물 사냥꾼","다날란의 A급 정예 마물 5종류 토벌",5,0,0,2725,1,5,5,317,318,319,320,321,0,0,0,7
971,8,"바다의 숙련된 마물 사냥꾼","라노시아의 A급 정예 마물 6종류 토벌",5,0,0,2725,1,5,6,322,323,324,325,326,327,0,0,8
972,8,"산의 숙련된 마물 사냥꾼","커르다스 중앙고지와 모르도나의 A급 정예 마물 2종류 토벌",5,0,0,2725,1,5,2,328,329,0,0,0,0,0,0,9
973,8,"솜씨 좋은 마물 사냥꾼","업적 '숲의 숙련된 마물 사냥꾼', '사막의 숙련된 마물 사냥꾼', '바다의 숙련된 마물 사냥꾼', '산의 숙련된 마물 사냥꾼'을 모두 달성",10,162,0,2725,2,2,969,970,971,972,0,0,0,0,0,10
974,8,"숲의 이름난 마물 사냥꾼","검은장막 숲의 S급 정예 마물 4종류 토벌",5,0,0,2725,1,5,4,330,331,332,333,0,0,0,0,11
975,8,"사막의 이름난 마물 사냥꾼","다날란의 S급 정예 마물 5종류 토벌",5,0,0,2725,1,5,5,334,335,336,337,338,0,0,0,12
976,8,"바다의 이름난 마물 사냥꾼","라노시아의 S급 정예 마물 6종류 토벌",5,0,0,2725,1,5,6,339,340,341,342,343,344,0,0,13
977,8,"산의 이름난 마물 사냥꾼","커르다스 중앙고지와 모르도나의 S급 정예 마물 2종류 토벌",5,0,0,2725,1,5,2,345,346,0,0,0,0,0,0,14
978,8,"정상급 마물 사냥꾼","업적 '숲의 이름난 마물 사냥꾼', '사막의 이름난 마물 사냥꾼', '바다의 이름난 마물 사냥꾼', '산의 이름난 마물 사냥꾼'을 모두 달성",10,163,0,2725,2,2,974,975,976,977,0,0,0,0,0,15
979,8,"B급 사냥: 1단계","B급 정예 마물 10마리 처치",5,0,0,356,1,1,290,10,0,0,0,0,0,0,0,22
980,8,"B급 사냥: 2단계","B급 정예 마물 50마리 처치",5,0,0,356,1,1,290,50,0,0,0,0,0,0,0,23
981,8,"B급 사냥: 3단계","B급 정예 마물 300마리 처치",5,164,0,356,1,1,290,300,0,0,0,0,0,0,0,24
982,8,"쟁쟁한 B급 사냥꾼","B급 정예 마물 1000마리 처치",10,0,0,356,1,1,290,1000,0,0,0,0,0,0,0,25
983,8,"A급 사냥: 1단계","A급 정예 마물 5마리 처치",5,0,0,364,1,1,291,5,0,0,0,0,0,0,0,26
984,8,"A급 사냥: 2단계","A급 정예 마물 30마리 처치",5,0,0,364,1,1,291,30,0,0,0,0,0,0,0,27
985,8,"A급 사냥: 3단계","A급 정예 마물 200마리 처치",5,165,0,364,1,1,291,200,0,0,0,0,0,0,0,28
986,8,"쟁쟁한 A급 사냥꾼","A급 정예 마물 500마리 처치",10,0,0,364,1,1,291,500,0,0,0,0,0,0,0,29
987,8,"S급 사냥: 1단계","S급 정예 마물 3마리 처치",5,0,0,562,1,1,292,3,0,0,0,0,0,0,0,30
988,8,"S급 사냥: 2단계","S급 정예 마물 20마리 처치",5,0,0,562,1,1,292,20,0,0,0,0,0,0,0,31
989,8,"S급 사냥: 3단계","S급 정예 마물 200마리 처치",5,166,0,562,1,1,292,200,0,0,0,0,0,0,0,32
990,8,"쟁쟁한 S급 사냥꾼","S급 정예 마물 500마리 처치",10,0,0,562,1,1,292,500,0,0,0,0,0,0,0,33
991,39,"탐타라 묘소를 또다시 탐험한 자","탐타라 묘소(어려움)를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,165,0,0,0,0,0,0,0,0,14
992,41,"돌방패 경계초소를 또다시 탐험한 자","돌방패 경계초소(어려움)를 탐험하여 모든 지역 발견",10,0,0,1001,1,8,157,0,0,0,0,0,0,0,0,0
993,38,"난파선의 섬 탐험가","난파선의 섬을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,168,0,0,0,0,0,0,0,0,16
994,3,"뇌신을 쓰러뜨린 자","극 라무 토벌전에 참가하여 라무 처치",10,0,0,317,1,14,20023,0,0,0,0,0,0,0,0,6
995,4,"시르쿠스 탑을 제패한 자","시르쿠스 탑 완료",10,0,0,2724,1,14,30011,0,0,0,0,0,0,0,0,0
996,42,"시르쿠스 탑 탐험가","시르쿠스 탑을 탐험하여 모든 지역 발견",10,0,0,1001,1,8,158,0,0,0,0,0,0,0,0,0
997,4,"라플레시아를 처치한 자","대미궁 바하무트: 침공편(영웅) 1편에서 라플레시아 처치",10,167,0,2579,1,14,30012,0,0,0,0,0,0,0,0,0
998,4,"멜뤼진을 처치한 자","대미궁 바하무트: 침공편(영웅) 2편에서 멜뤼진 처치",10,168,0,2579,1,14,30013,0,0,0,0,0,0,0,0,0
999,4,"아바타를 처치한 자","대미궁 바하무트: 침공편(영웅) 3편에서 아바타 처치",10,169,0,2579,1,14,30014,0,0,0,0,0,0,0,0,0
1000,4,"은빛 흉조를 처치한 자","대미궁 바하무트: 침공편(영웅) 4편에서 넬 데우스 다르누스 처치",10,170,0,2579,1,14,30015,0,0,0,0,0,0,0,0,0
1001,34,"에오르제아의 수호자","퀘스트 '에오르제아의 수호자' 완료",20,174,0,26002,1,6,66996,0,0,0,0,0,0,0,0,22
1002,37,"뜨거운 사나이의 뜨거운 축제","퀘스트 '불꽃축제와 축제남' 완료",10,0,0,27001,1,6,67079,0,0,0,0,0,0,0,0,8
1003,37,"1주년 고맙습니다!","퀘스트 '에오르제아 신생제' 완료",10,0,0,26107,1,6,67082,0,0,0,0,0,0,0,0,9
1004,34,"초보 배달부","퀘스트 '배달부는 어느날 갑자기' 완료",10,175,0,26002,1,6,67017,0,0,0,0,0,0,0,0,65
1005,34,"수수께끼 풀이의 달인","퀘스트 '와인버드의 수수께끼' 완료",10,0,0,26002,1,6,66973,0,0,0,0,0,0,0,0,70
1006,20,"분해자: 1단계","아이템 분해 총 50회 성공",5,0,0,26269,1,1,294,50,0,0,0,0,0,0,0,0
1007,20,"분해자: 2단계","아이템 분해 총 200회 성공",5,0,0,26269,1,1,294,200,0,0,0,0,0,0,0,0
1008,20,"분해자: 3단계","아이템 분해 총 500회 성공",5,0,0,26269,1,1,294,500,0,0,0,0,0,0,0,0
1009,20,"분해자: 4단계","아이템 분해 총 1,000회 성공",5,0,0,26269,1,1,294,1000,0,0,0,0,0,0,0,0
1010,20,"분해자: 5단계","아이템 분해 총 2,000회 성공",10,0,0,26269,1,1,294,2000,0,0,0,0,0,0,0,0
1011,20,"분해하고 분해하고 또 분해하고","아이템 분해 총 5,000회 성공",10,171,0,26269,1,1,294,5000,0,0,0,0,0,0,0,0
1012,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
